,企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
395057,E425,9016163,2018/2/28,C15880,1281.55,38.45,1320.0,有效发票
395058,E425,3043325,2018/3/7,C13932,216.98,13.02,230.0,有效发票
395059,E425,401995,2018/3/8,C07715,435.09,44.91,480.0,有效发票
395060,E425,18610467,2018/3/13,C06557,256.41,43.59,300.0,有效发票
395061,E425,35427542,2018/3/20,C02374,256.79,43.65,300.44,有效发票
395062,E425,19661506,2018/3/29,C15699,1100.0,0.0,1100.0,有效发票
395063,E425,49526829,2018/4/14,C15374,4716.98,283.02,5000.0,有效发票
395064,E425,49597866,2018/4/17,C12650,66.99,2.01,69.0,有效发票
395065,E425,19533009,2018/4/29,C16244,9230.77,1569.23,10800.0,有效发票
395066,E425,8165589,2018/5/4,C11315,75.36,7.54,82.9,有效发票
395067,E425,53666998,2018/5/5,C14180,560.0,33.6,593.6,有效发票
395068,E425,53666999,2018/5/5,C14180,560.0,33.6,593.6,有效发票
395069,E425,28779445,2018/5/19,C12720,1378.45,220.55,1599.0,有效发票
395070,E425,33536151,2018/5/21,C02374,258.62,41.38,300.0,有效发票
395071,E425,8049266,2018/5/25,C11315,101.72,10.18,111.9,有效发票
395072,E425,18099732,2018/6/13,C12064,2534.48,405.52,2940.0,有效发票
395073,E425,30575444,2018/6/18,C12650,577.67,17.33,595.0,有效发票
395074,E425,74397329,2018/6/29,C02374,336.21,53.79,390.0,有效发票
395075,E425,30486087,2018/7/6,C23112,1398.06,41.94,1440.0,有效发票
395076,E425,30575480,2018/7/7,C12650,266.99,8.01,275.0,有效发票
395077,E425,84862198,2018/7/16,C01937,193.47,11.43,204.9,有效发票
395078,E425,84862380,2018/7/17,C01937,89.93,10.07,100.0,有效发票
395079,E425,84862483,2018/7/18,C01937,19.07,0.63,19.7,有效发票
395080,E425,84862636,2018/7/19,C01937,26.01,1.99,28.0,有效发票
395081,E425,12255363,2018/7/31,C12006,137.07,21.93,159.0,有效发票
395082,E425,14620375,2018/8/7,C12006,137.07,21.93,159.0,有效发票
395083,E425,13827206,2018/8/8,C12006,-137.07,-21.93,-159.0,有效发票
395084,E425,5215140,2018/8/28,C14180,684.0,34.2,718.2,有效发票
395085,E425,7848344,2018/8/31,C15880,1165.05,34.95,1200.0,有效发票
395086,E425,30426280,2018/8/31,C23112,1239.62,74.38,1314.0,有效发票
