,企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
234988,E209,1478095,2017/1/3,C17598,9401.71,1598.29,11000.0,作废发票
234989,E209,1478096,2017/1/3,C17598,9401.71,1598.29,11000.0,有效发票
234990,E209,10062,2017/1/3,C23259,9320.39,279.61,9600.0,有效发票
234991,E209,4212490,2017/1/4,C13220,3883.5,116.5,4000.0,作废发票
234992,E209,469283,2017/1/4,C13232,3883.5,116.5,4000.0,有效发票
234993,E209,1478097,2017/1/4,C17598,6222.22,1057.78,7280.0,有效发票
234994,E209,966873,2017/1/4,C22422,4135.91,124.09,4260.0,有效发票
234995,E209,5060973,2017/1/9,C19069,5982.91,1017.09,7000.0,有效发票
234996,E209,172236,2017/1/10,C03285,11553.4,346.6,11900.0,有效发票
234997,E209,1998658,2017/1/10,C21618,4184.47,125.53,4310.0,有效发票
234998,E209,178700,2017/1/16,C13217,189320.39,5679.61,195000.0,有效发票
234999,E209,178674,2017/1/16,C13217,189320.39,5679.61,195000.0,作废发票
235000,E209,7533912,2017/1/17,C07293,22641.51,1358.49,24000.0,有效发票
235001,E209,7533913,2017/1/17,C07293,18867.92,1132.08,20000.0,有效发票
235002,E209,1484571,2017/1/17,C17598,7759.83,1319.17,9079.0,有效发票
235003,E209,182790,2017/1/23,C13243,134990.29,4049.71,139040.0,有效发票
235004,E209,5430201,2017/1/23,C16760,533.98,16.02,550.0,有效发票
235005,E209,2745137,2017/2/9,C13188,84444.44,14355.56,98800.0,有效发票
235006,E209,5430202,2017/2/9,C16760,8854.37,265.63,9120.0,有效发票
235007,E209,1069719,2017/2/10,C02303,4819.81,289.19,5109.0,有效发票
235008,E209,2924434,2017/2/15,C15107,1592.3,270.7,1863.0,有效发票
235009,E209,3813288,2017/2/16,C02249,1132.08,67.92,1200.0,有效发票
235010,E209,4013883,2017/2/16,C12006,1073.67,182.53,1256.2,有效发票
235011,E209,5430204,2017/2/20,C16760,-8854.37,-265.63,-9120.0,有效发票
235012,E209,144848,2017/2/22,C16768,776.7,23.3,800.0,有效发票
235013,E209,4383514,2017/2/23,C02366,4184.97,711.45,4896.42,有效发票
235014,E209,356094,2017/2/28,C07266,2225.64,378.36,2604.0,有效发票
235015,E209,172333,2017/3/2,C03285,1660.19,49.81,1710.0,有效发票
235016,E209,197800,2017/3/6,C13347,10679.61,320.39,11000.0,有效发票
235017,E209,1725284,2017/3/6,C19954,1600.0,0.0,1600.0,有效发票
235018,E209,4354724,2017/3/9,C10715,301.89,18.11,320.0,有效发票
235019,E209,1050960,2017/3/10,C13186,26796.12,803.88,27600.0,有效发票
