,企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
157724,E171,3741680,2017/1/3,C06787,98665.47,70.53,98736.0,有效发票
157725,E171,3834251,2017/1/9,C06787,69004.67,49.33,69054.0,有效发票
157726,E171,974708,2017/1/11,C22421,29126.21,873.79,30000.0,作废发票
157727,E171,3834257,2017/1/12,C06787,323270.9,231.1,323502.0,有效发票
157728,E171,4482613,2017/2/11,C05682,1111.11,188.89,1300.0,有效发票
157729,E171,7268226,2017/2/16,C13186,75.22,12.78,88.0,有效发票
157730,E171,3882235,2017/2/16,C16822,341.88,58.12,400.0,有效发票
157731,E171,3724637,2017/2/17,C13464,2119.66,360.34,2480.0,有效发票
157732,E171,3652228,2017/2/17,C13916,14649.57,2490.43,17140.0,有效发票
157733,E171,765555,2017/2/21,C13478,2792.31,474.69,3267.0,有效发票
157734,E171,981148,2017/2/22,C05307,28135.92,844.08,28980.0,有效发票
157735,E171,981149,2017/2/22,C05307,33561.9,1678.1,35240.0,有效发票
157736,E171,981150,2017/2/22,C05307,95238.1,4761.9,100000.0,有效发票
157737,E171,264330,2017/3/9,C13237,18252.43,547.57,18800.0,有效发票
157738,E171,394230,2017/3/9,C13242,2582.53,77.47,2660.0,有效发票
157739,E171,5349566,2017/3/11,C12486,1698.11,101.89,1800.0,有效发票
157740,E171,2924873,2017/3/13,C07595,352.14,59.86,412.0,有效发票
157741,E171,2187180,2017/3/20,C13269,572.65,97.35,670.0,有效发票
157742,E171,6616940,2017/3/23,C02322,75471.7,4528.3,80000.0,有效发票
157743,E171,4244947,2017/3/27,C11708,1530.1,45.9,1576.0,有效发票
157744,E171,7839929,2017/3/29,C07595,140.17,23.83,164.0,有效发票
157745,E171,5332637,2017/4/5,C13349,4743.59,806.41,5550.0,有效发票
157746,E171,5803335,2017/4/7,C04709,1371.89,82.31,1454.2,有效发票
157747,E171,5803336,2017/4/7,C04709,754.72,45.28,800.0,有效发票
157748,E171,6094734,2017/4/8,C06882,728.21,123.79,852.0,有效发票
157749,E171,490838,2017/4/10,C13229,2834.95,85.05,2920.0,有效发票
157750,E171,6691157,2017/4/11,C06793,29126.21,873.79,30000.0,有效发票
157751,E171,7530357,2017/4/12,C11708,8467.96,254.04,8722.0,有效发票
