,企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
358656,E309,51435180,2017/5/3,C31133,311.32,18.68,330.0,有效发票
358657,E309,14835441,2017/7/6,C14892,203.77,12.23,216.0,有效发票
358658,E309,22257926,2017/7/26,C08135,12.26,0.74,13.0,有效发票
358659,E309,7858974,2017/7/29,C19005,219.42,6.58,226.0,有效发票
358660,E309,14704065,2017/8/1,C23259,510.68,15.32,526.0,有效发票
358661,E309,14459689,2017/8/2,C12237,2381.13,142.87,2524.0,有效发票
358662,E309,22413277,2017/8/7,C08135,12.26,0.74,13.0,有效发票
358663,E309,17643745,2017/8/12,C23259,249.51,7.49,257.0,有效发票
358664,E309,22426295,2017/8/17,C08135,12.26,0.74,13.0,有效发票
358665,E309,22245177,2017/8/17,C08135,12.26,0.74,13.0,有效发票
358666,E309,22248006,2017/8/22,C08135,12.26,0.74,13.0,有效发票
358667,E309,10458893,2017/9/4,C22413,9708.74,291.26,10000.0,有效发票
358668,E309,10458894,2017/9/4,C22413,9708.74,291.26,10000.0,有效发票
358669,E309,10458895,2017/9/4,C22413,9708.74,291.26,10000.0,有效发票
358670,E309,10458896,2017/9/4,C22413,3839.87,115.2,3955.07,有效发票
358671,E309,4807690,2017/9/5,C12475,896.12,26.88,923.0,有效发票
358672,E309,14968036,2017/9/7,C17386,213.59,6.41,220.0,有效发票
358673,E309,14398982,2017/9/15,C22413,4854.37,145.63,5000.0,有效发票
358674,E309,5024867,2017/9/19,C12202,2427.18,72.82,2500.0,有效发票
358675,E309,13441161,2017/9/22,C06065,912.79,27.39,940.18,有效发票
358676,E309,14398983,2017/9/22,C22413,5788.25,173.65,5961.9,作废发票
358677,E309,14398984,2017/9/22,C22413,5788.25,173.65,5961.9,作废发票
358678,E309,14902619,2017/9/25,C11699,9703.5,291.1,9994.6,有效发票
358679,E309,14902620,2017/9/25,C11699,9732.5,291.97,10024.47,作废发票
358680,E309,14902621,2017/9/25,C11699,9690.0,290.7,9980.7,有效发票
358681,E309,14902622,2017/9/25,C11699,9706.1,291.18,9997.28,有效发票
358682,E309,14398985,2017/9/25,C22413,5788.25,173.65,5961.9,有效发票
358683,E309,14398986,2017/9/25,C22413,4854.37,145.63,5000.0,作废发票
358684,E309,14398987,2017/9/25,C22413,5788.25,173.65,5961.9,有效发票
358685,E309,16676359,2017/9/28,C17386,466.99,14.01,481.0,有效发票
358686,E309,14902599,2017/9/30,C11708,9708.74,291.26,10000.0,有效发票
358687,E309,14902600,2017/9/30,C11708,9705.0,291.15,9996.15,有效发票
358688,E309,14902601,2017/9/30,C11708,9664.0,289.92,9953.92,有效发票
358689,E309,16275743,2017/9/30,C12715,293.2,8.8,302.0,有效发票
358690,E309,8151227,2017/10/12,C15095,3844.66,115.34,3960.0,有效发票
358691,E309,142448,2017/10/12,C22413,76033.5,2281.0,78314.5,有效发票
358692,E309,142449,2017/10/12,C22413,79698.64,2390.96,82089.6,有效发票
358693,E309,14398988,2017/10/19,C22413,9708.74,291.26,10000.0,有效发票
358694,E309,14398989,2017/10/19,C22413,9708.74,291.26,10000.0,有效发票
358695,E309,14398990,2017/10/19,C22413,9708.74,291.26,10000.0,有效发票
358696,E309,14398991,2017/10/19,C22413,9048.55,271.45,9320.0,有效发票
358697,E309,14398992,2017/10/19,C22413,-5788.25,-173.65,-5961.9,有效发票
358698,E309,7682154,2017/10/20,C06065,563.19,16.9,580.09,有效发票
358699,E309,7788759,2017/10/21,C12302,1616.04,96.96,1713.0,有效发票
358700,E309,23642626,2017/10/26,C23259,174.76,5.24,180.0,有效发票
358701,E309,49777009,2017/10/27,C12006,156.83,26.67,183.5,有效发票
358702,E309,7248632,2017/10/27,C22413,11670.29,350.11,12020.4,有效发票
358703,E309,14425500,2017/10/29,C22413,9708.74,291.26,10000.0,有效发票
358704,E309,14425501,2017/10/29,C22413,9708.74,291.26,10000.0,有效发票
358705,E309,14425502,2017/10/29,C22413,9708.74,291.26,10000.0,有效发票
358706,E309,14425503,2017/10/29,C22413,9708.74,291.26,10000.0,有效发票
358707,E309,14425504,2017/10/29,C22413,9708.74,291.26,10000.0,有效发票
358708,E309,1778548,2017/10/30,C16093,1628.16,48.84,1677.0,有效发票
358709,E309,764073,2017/11/1,C12475,3649.51,109.49,3759.0,有效发票
358710,E309,7682244,2017/11/3,C06065,1126.38,33.8,1160.18,有效发票
358711,E309,8071211,2017/11/4,C14067,1169.81,70.19,1240.0,有效发票
358712,E309,3781909,2017/11/8,C22413,9708.74,291.26,10000.0,作废发票
358713,E309,3781910,2017/11/8,C22413,-9708.74,-291.26,-10000.0,有效发票
358714,E309,3781911,2017/11/8,C22413,-9708.74,-291.26,-10000.0,有效发票
358715,E309,3781912,2017/11/8,C22413,-9708.74,-291.26,-10000.0,有效发票
358716,E309,3781913,2017/11/8,C22413,-9708.74,-291.26,-10000.0,有效发票
358717,E309,3781914,2017/11/8,C22413,-9708.74,-291.26,-10000.0,有效发票
358718,E309,3781915,2017/11/8,C22413,9708.74,291.26,10000.0,有效发票
358719,E309,3781916,2017/11/8,C22413,9708.74,291.26,10000.0,有效发票
358720,E309,3781917,2017/11/8,C22413,9708.74,291.26,10000.0,有效发票
358721,E309,3781918,2017/11/8,C22413,9708.74,291.26,10000.0,有效发票
358722,E309,3781919,2017/11/8,C22413,9708.74,291.26,10000.0,有效发票
358723,E309,7720129,2017/11/9,C11820,5555.56,944.44,6500.0,有效发票
358724,E309,14902623,2017/11/13,C11699,9708.74,291.26,10000.0,有效发票
358725,E309,1099895,2017/11/14,C04570,1592.45,95.55,1688.0,有效发票
358726,E309,21920292,2017/11/15,C14665,451.46,13.54,465.0,有效发票
358727,E309,14493388,2017/11/17,C22413,9520.39,285.61,9806.0,有效发票
358728,E309,14493389,2017/11/17,C22413,9145.63,274.37,9420.0,有效发票
358729,E309,14493390,2017/11/17,C22413,2291.26,68.74,2360.0,有效发票
358730,E309,26330452,2017/11/21,C16321,374.76,11.24,386.0,有效发票
358731,E309,7250196,2017/11/21,C22413,9966.99,299.01,10266.0,作废发票
358732,E309,7250197,2017/11/21,C22413,9966.99,299.01,10266.0,有效发票
358733,E309,7250198,2017/11/21,C22413,9966.99,299.01,10266.0,有效发票
358734,E309,7250199,2017/11/21,C22413,9878.64,296.36,10175.0,有效发票
358735,E309,7250200,2017/11/21,C22413,9878.64,296.36,10175.0,有效发票
358736,E309,7250201,2017/11/21,C22413,9786.41,293.59,10080.0,有效发票
358737,E309,3801670,2017/11/21,C22413,1257.28,37.72,1295.0,有效发票
358738,E309,7992852,2017/11/22,C16119,291.26,8.74,300.0,有效发票
358739,E309,12469180,2017/11/24,C12032,14179.49,2410.51,16590.0,有效发票
358740,E309,27246328,2017/11/25,C14298,225.24,6.76,232.0,有效发票
358741,E309,14902624,2017/11/27,C11699,9516.51,285.49,9802.0,有效发票
358742,E309,14902625,2017/11/27,C11699,9702.41,291.07,9993.48,有效发票
358743,E309,14902602,2017/11/27,C11708,9708.74,291.26,10000.0,有效发票
358744,E309,14902603,2017/11/27,C11708,9708.74,291.26,10000.0,有效发票
358745,E309,14902604,2017/11/27,C11708,9698.93,290.97,9989.9,有效发票
358746,E309,16699640,2017/11/27,C17386,326.21,9.79,336.0,有效发票
358747,E309,4889595,2017/12/7,C17386,213.59,6.41,220.0,有效发票
358748,E309,8891523,2017/12/7,C22413,9878.64,296.36,10175.0,有效发票
358749,E309,8891524,2017/12/7,C22413,9878.64,296.36,10175.0,有效发票
358750,E309,8891525,2017/12/7,C22413,6524.66,195.74,6720.4,有效发票
358751,E309,8891526,2017/12/7,C22413,5145.63,154.37,5300.0,作废发票
358752,E309,8891527,2017/12/7,C22413,5145.63,154.37,5300.0,有效发票
358753,E309,26310108,2017/12/8,C13349,315.09,18.91,334.0,有效发票
358754,E309,29497717,2017/12/14,C11733,3256.6,195.4,3452.0,有效发票
358755,E309,19441997,2017/12/15,C14191,861.32,51.68,913.0,有效发票
358756,E309,20877989,2017/12/16,C12649,646.6,19.4,666.0,有效发票
358757,E309,26282057,2017/12/20,C12237,1367.92,82.08,1450.0,有效发票
358758,E309,1776743,2017/12/21,C22413,1213.59,36.41,1250.0,作废发票
358759,E309,1776744,2017/12/21,C22413,9708.73,291.27,10000.0,有效发票
358760,E309,1776745,2017/12/21,C22413,9708.74,291.26,10000.0,有效发票
358761,E309,1776746,2017/12/21,C22413,9708.73,291.27,10000.0,有效发票
358762,E309,1776747,2017/12/21,C22413,8101.95,243.05,8345.0,有效发票
358763,E309,1776748,2017/12/21,C22413,4934.29,148.03,5082.32,有效发票
358764,E309,7236188,2017/12/26,C22413,9708.74,291.26,10000.0,有效发票
358765,E309,7236189,2017/12/26,C22413,9708.74,291.26,10000.0,有效发票
358766,E309,7236190,2017/12/26,C22413,9708.74,291.26,10000.0,有效发票
358767,E309,7236220,2017/12/26,C22413,9708.74,291.26,10000.0,有效发票
358768,E309,7236221,2017/12/26,C22413,9708.74,291.26,10000.0,有效发票
358769,E309,7236222,2017/12/26,C22413,9708.74,291.26,10000.0,有效发票
358770,E309,90659,2017/12/29,C22413,9611.65,288.35,9900.0,有效发票
358771,E309,21935214,2018/1/2,C12715,302.91,9.09,312.0,有效发票
358772,E309,8184788,2018/1/2,C23259,376.7,11.3,388.0,有效发票
358773,E309,2102605,2018/1/3,C12320,648.83,19.47,668.3,有效发票
358774,E309,43326062,2018/1/5,C15130,154.37,4.63,159.0,有效发票
358775,E309,80860,2018/1/5,C22470,9708.74,291.26,10000.0,作废发票
358776,E309,29888731,2018/1/9,C13812,1963.11,58.89,2022.0,有效发票
358777,E309,19420900,2018/1/10,C14067,25641.03,4358.97,30000.0,有效发票
358778,E309,2102609,2018/1/11,C12320,723.88,21.72,745.6,有效发票
358779,E309,11269158,2018/1/12,C12320,-648.83,-19.47,-668.3,有效发票
358780,E309,19107153,2018/1/16,C22413,9708.74,291.26,10000.0,作废发票
358781,E309,19107178,2018/1/16,C22470,9708.74,291.26,10000.0,作废发票
358782,E309,2285254,2018/1/17,C16066,99928.57,71.43,100000.0,有效发票
358783,E309,2285255,2018/1/17,C16066,10000.0,0.0,10000.0,有效发票
358784,E309,2285256,2018/1/17,C16066,35000.0,0.0,35000.0,有效发票
358785,E309,19401909,2018/1/18,C12723,87378.64,2621.36,90000.0,有效发票
358786,E309,19107180,2018/1/18,C22470,9708.74,291.26,10000.0,有效发票
358787,E309,11771363,2018/1/23,C12302,1550.0,93.0,1643.0,有效发票
358788,E309,8944654,2018/1/23,C22413,9985.44,299.56,10285.0,有效发票
358789,E309,8944655,2018/1/23,C22413,9985.44,299.56,10285.0,有效发票
358790,E309,8944656,2018/1/23,C22413,9985.44,299.56,10285.0,有效发票
358791,E309,8944657,2018/1/23,C22413,9902.91,297.09,10200.0,有效发票
358792,E309,8944658,2018/1/23,C22413,9902.91,297.09,10200.0,有效发票
358793,E309,8944659,2018/1/23,C22413,9902.91,297.09,10200.0,有效发票
358794,E309,8944660,2018/1/23,C22413,9805.83,294.17,10100.0,有效发票
358795,E309,8944661,2018/1/23,C22413,9805.83,294.17,10100.0,有效发票
358796,E309,8944662,2018/1/23,C22413,7188.54,215.66,7404.2,有效发票
358797,E309,20619846,2018/1/24,C05728,5508.11,936.37,6444.48,有效发票
358798,E309,2285284,2018/1/25,C16066,89952.38,47.62,90000.0,有效发票
358799,E309,19076881,2018/1/26,C22413,9708.75,291.25,10000.0,有效发票
358800,E309,19076882,2018/1/26,C22413,3952.42,118.58,4071.0,有效发票
358801,E309,19106868,2018/1/29,C22413,9523.81,476.19,10000.0,有效发票
358802,E309,20654086,2018/1/30,C22413,9708.74,291.26,10000.0,有效发票
358803,E309,20654087,2018/1/30,C22413,9708.74,291.26,10000.0,有效发票
358804,E309,20654088,2018/1/30,C22413,9708.74,291.26,10000.0,有效发票
358805,E309,14480697,2018/1/30,C22413,9708.74,291.26,10000.0,作废发票
358806,E309,14480698,2018/1/30,C22413,9708.74,291.26,10000.0,作废发票
358807,E309,14480699,2018/1/30,C22413,9708.74,291.26,10000.0,作废发票
358808,E309,14480700,2018/1/30,C22413,9708.74,291.26,10000.0,作废发票
358809,E309,14480701,2018/1/30,C22413,9708.74,291.26,10000.0,作废发票
358810,E309,19106869,2018/1/30,C22413,9523.81,476.19,10000.0,有效发票
358811,E309,19106870,2018/1/30,C22413,9523.81,476.19,10000.0,有效发票
358812,E309,20614542,2018/1/31,C22413,9708.74,291.26,10000.0,有效发票
358813,E309,20614543,2018/1/31,C22413,9708.74,291.26,10000.0,有效发票
358814,E309,20614544,2018/1/31,C22413,9708.74,291.26,10000.0,有效发票
358815,E309,26282624,2018/2/4,C12237,2479.25,148.75,2628.0,有效发票
358816,E309,21488609,2018/2/4,C13837,7864.08,235.92,8100.0,有效发票
358817,E309,21488610,2018/2/4,C13837,7864.08,235.92,8100.0,有效发票
358818,E309,21488611,2018/2/4,C13837,9029.13,270.87,9300.0,有效发票
358819,E309,21488612,2018/2/4,C13837,9029.13,270.87,9300.0,有效发票
358820,E309,21488613,2018/2/4,C13837,9029.13,270.87,9300.0,有效发票
358821,E309,21488614,2018/2/4,C13837,9223.3,276.7,9500.0,有效发票
358822,E309,21488615,2018/2/4,C13837,8019.42,240.58,8260.0,有效发票
358823,E309,44704522,2018/2/5,C16321,300.0,9.0,309.0,有效发票
358824,E309,20663033,2018/2/6,C22413,9708.74,291.26,10000.0,有效发票
358825,E309,20663034,2018/2/6,C22413,9708.74,291.26,10000.0,有效发票
358826,E309,20663035,2018/2/6,C22413,9708.74,291.26,10000.0,有效发票
358827,E309,20663036,2018/2/6,C22413,9708.74,291.26,10000.0,有效发票
358828,E309,20663037,2018/2/6,C22413,9448.54,283.46,9732.0,有效发票
358829,E309,90044266,2018/2/7,C08135,12.26,0.74,13.0,有效发票
358830,E309,10606827,2018/2/7,C16034,7825.24,234.76,8060.0,有效发票
358831,E309,10606828,2018/2/7,C16034,7825.24,234.76,8060.0,有效发票
358832,E309,1995011,2018/2/8,C06843,97087.38,2912.62,100000.0,有效发票
358833,E309,1995012,2018/2/8,C06843,19417.48,582.52,20000.0,有效发票
358834,E309,11714543,2018/2/9,C06065,1009.88,30.3,1040.18,有效发票
358835,E309,8795764,2018/2/9,C16120,2151.41,365.74,2517.15,有效发票
358836,E309,22593051,2018/2/10,C12723,97087.38,2912.62,100000.0,有效发票
358837,E309,12470040,2018/2/11,C12032,3551.28,603.72,4155.0,有效发票
358838,E309,12470041,2018/2/11,C12032,683.76,116.24,800.0,有效发票
358839,E309,46759434,2018/2/24,C23331,560.19,16.81,577.0,有效发票
358840,E309,1314871,2018/2/26,C10988,16068.38,2731.62,18800.0,有效发票
358841,E309,19106871,2018/2/26,C22413,9708.74,291.26,10000.0,有效发票
358842,E309,19106872,2018/2/26,C22413,9708.74,291.26,10000.0,有效发票
358843,E309,19106873,2018/2/26,C22413,9708.74,291.26,10000.0,有效发票
358844,E309,22495295,2018/2/27,C17386,9854.37,295.63,10150.0,有效发票
358845,E309,22495296,2018/2/27,C17386,4495.14,134.86,4630.0,有效发票
358846,E309,20654089,2018/2/28,C22413,9708.74,291.26,10000.0,有效发票
358847,E309,20654090,2018/2/28,C22413,9708.74,291.26,10000.0,有效发票
358848,E309,20654091,2018/2/28,C22413,9708.74,291.26,10000.0,有效发票
358849,E309,43432923,2018/3/2,C17386,381.55,11.45,393.0,有效发票
358850,E309,21488616,2018/3/6,C13837,9514.56,285.44,9800.0,有效发票
358851,E309,21488617,2018/3/6,C13837,7864.08,235.92,8100.0,有效发票
358852,E309,21488618,2018/3/6,C13837,4951.46,148.54,5100.0,有效发票
358853,E309,8376560,2018/3/9,C14235,1563.11,46.89,1610.0,有效发票
358854,E309,47088932,2018/3/13,C11641,122.33,3.67,126.0,有效发票
358855,E309,4856980,2018/3/14,C15531,4854.37,145.63,5000.0,有效发票
358856,E309,12466710,2018/3/15,C06065,582.61,17.48,600.09,有效发票
358857,E309,1314884,2018/3/16,C10988,-16068.38,-2731.62,-18800.0,有效发票
358858,E309,14278772,2018/3/22,C22413,2912.62,87.38,3000.0,作废发票
358859,E309,20619936,2018/3/23,C05728,12684.93,2156.44,14841.37,有效发票
358860,E309,14278773,2018/3/23,C22413,2912.62,87.38,3000.0,有效发票
358861,E309,19099373,2018/3/26,C22413,8252.43,247.57,8500.0,有效发票
358862,E309,46391239,2018/3/27,C02766,341.88,58.12,400.0,有效发票
358863,E309,20654092,2018/3/28,C22413,9708.74,291.26,10000.0,有效发票
358864,E309,20654093,2018/3/28,C22413,9708.74,291.26,10000.0,有效发票
358865,E309,20654094,2018/3/28,C22413,9708.74,291.26,10000.0,有效发票
358866,E309,19106874,2018/3/28,C22413,9708.74,291.26,10000.0,有效发票
358867,E309,19106875,2018/3/28,C22413,9708.74,291.26,10000.0,有效发票
358868,E309,19106876,2018/3/28,C22413,9708.74,291.26,10000.0,有效发票
358869,E309,8981570,2018/3/31,C22413,9708.74,291.26,10000.0,作废发票
358870,E309,8981571,2018/3/31,C22413,9708.74,291.26,10000.0,有效发票
358871,E309,8981572,2018/3/31,C22413,9708.74,291.26,10000.0,有效发票
358872,E309,8981573,2018/3/31,C22413,9708.74,291.26,10000.0,有效发票
358873,E309,8981574,2018/3/31,C22413,9708.73,291.27,10000.0,有效发票
358874,E309,2358808,2018/4/3,C12317,276.0,16.56,292.56,有效发票
358875,E309,35298907,2018/4/5,C02374,128.2,21.8,150.0,有效发票
358876,E309,4856987,2018/4/8,C15531,6796.12,203.88,7000.0,有效发票
358877,E309,14256866,2018/4/12,C22413,-8252.43,-247.57,-8500.0,有效发票
358878,E309,14256867,2018/4/12,C22413,8252.43,247.57,8500.0,作废发票
358879,E309,14256868,2018/4/12,C22413,8252.43,247.57,8500.0,有效发票
358880,E309,22909120,2018/4/16,C13186,337.61,57.39,395.0,有效发票
358881,E309,26577979,2018/4/18,C07715,264.15,15.85,280.0,有效发票
358882,E309,14286745,2018/4/18,C22413,9995.11,299.85,10294.96,有效发票
358883,E309,14286746,2018/4/18,C22413,9995.11,299.85,10294.96,有效发票
358884,E309,14286747,2018/4/18,C22413,9995.11,299.85,10294.96,有效发票
358885,E309,14286748,2018/4/18,C22413,9968.24,299.05,10267.29,有效发票
358886,E309,14286749,2018/4/18,C22413,9996.12,299.88,10296.0,有效发票
358887,E309,14286750,2018/4/18,C22413,9978.64,299.36,10278.0,有效发票
358888,E309,14286751,2018/4/18,C22413,9998.45,299.95,10298.4,有效发票
358889,E309,14286752,2018/4/18,C22413,9998.45,299.95,10298.4,有效发票
358890,E309,14286753,2018/4/18,C22413,9998.45,299.95,10298.4,有效发票
358891,E309,14286754,2018/4/18,C22413,2153.01,64.59,2217.6,有效发票
358892,E309,1776755,2018/4/18,C22413,9708.74,291.26,10000.0,有效发票
358893,E309,1776756,2018/4/18,C22413,9708.72,291.28,10000.0,有效发票
358894,E309,1776757,2018/4/18,C22413,9708.74,291.26,10000.0,有效发票
358895,E309,29854790,2018/4/18,C23112,1835.92,55.08,1891.0,有效发票
358896,E309,12287156,2018/4/19,C22470,9915.04,297.46,10212.5,有效发票
