,企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
86915,E145,34386,2016/10/8,C10396,19516.98,1171.02,20688.0,有效发票
86916,E145,3073141,2016/10/8,C10396,4716.98,283.02,5000.0,有效发票
86917,E145,5071587,2016/10/9,C04000,18767.17,3190.43,21957.6,有效发票
86918,E145,4613453,2016/10/9,C21490,36.26,6.16,42.42,有效发票
86919,E145,8554825,2016/10/10,C03428,3773.58,226.42,4000.0,有效发票
86920,E145,23317754,2016/10/10,C03466,94.34,5.66,100.0,有效发票
86921,E145,21092942,2016/10/10,C19812,81691.6,13887.58,95579.18,有效发票
86922,E145,21092943,2016/10/10,C19812,9440.74,1604.92,11045.66,有效发票
86923,E145,21092944,2016/10/10,C19812,92145.4,15664.72,107810.12,有效发票
86924,E145,399836,2016/10/10,C22487,93164.49,15837.93,109002.42,有效发票
86925,E145,1251418,2016/10/11,C13186,2429.2,315.8,2745.0,有效发票
86926,E145,1251419,2016/10/11,C13186,49.15,8.35,57.5,有效发票
86927,E145,13603426,2016/10/13,C09605,423274.59,71956.68,495231.27,有效发票
86928,E145,10267265,2016/10/13,C10396,6962.26,417.74,7380.0,作废发票
86929,E145,10267266,2016/10/13,C10396,8490.57,509.43,9000.0,有效发票
86930,E145,10267267,2016/10/13,C10396,6969.81,418.19,7388.0,有效发票
86931,E145,10267264,2016/10/13,C10396,8490.57,509.43,9000.0,作废发票
86932,E145,444081,2016/10/14,C09637,58647.79,7624.21,66272.0,有效发票
86933,E145,2838310,2016/10/14,C12060,8349.06,500.94,8850.0,有效发票
86934,E145,1177801,2016/10/17,C04285,283.02,16.98,300.0,有效发票
86935,E145,1187418,2016/10/17,C04286,1233.02,73.98,1307.0,有效发票
86936,E145,1913303,2016/10/17,C15247,2830.19,169.81,3000.0,有效发票
86937,E145,1913304,2016/10/17,C15247,4600.94,276.06,4877.0,有效发票
86938,E145,3112192,2016/10/18,C04281,10499.06,629.94,11129.0,有效发票
86939,E145,3112610,2016/10/18,C04282,15094.33,905.67,16000.0,有效发票
86940,E145,1913329,2016/10/18,C15247,4245.28,254.72,4500.0,有效发票
86941,E145,1678687,2016/10/19,C06685,3589.74,610.26,4200.0,有效发票
86942,E145,5722451,2016/10/19,C07070,1115.04,144.96,1260.0,有效发票
86943,E145,8554846,2016/10/20,C03428,4716.98,283.02,5000.0,有效发票
86944,E145,1008645,2016/10/20,C03490,3302.38,561.42,3863.8,有效发票
86945,E145,1261190,2016/10/20,C12416,547.17,32.83,580.0,有效发票
86946,E145,21093073,2016/10/20,C19812,21872.94,3718.41,25591.35,有效发票
86947,E145,21093074,2016/10/20,C19812,2333.91,396.76,2730.67,有效发票
86948,E145,21093075,2016/10/20,C19812,38029.14,6464.95,44494.09,有效发票
86949,E145,5708397,2016/10/21,C07216,513145.3,87234.7,600380.0,有效发票
86950,E145,5708398,2016/10/21,C07216,758230.01,128899.09,887129.1,有效发票
86951,E145,5708399,2016/10/21,C07216,712924.62,121197.18,834121.8,有效发票
86952,E145,35827085,2016/10/21,C09605,255519.78,43438.36,298958.14,有效发票
86953,E145,1913435,2016/10/21,C15247,3707.55,222.45,3930.0,有效发票
86954,E145,19087486,2016/10/23,C04156,777.92,46.68,824.6,有效发票
86955,E145,8306068,2016/10/25,C04283,25.47,1.53,27.0,有效发票
86956,E145,2313276,2016/10/25,C13186,41757.27,7098.73,48856.0,有效发票
86957,E145,2313277,2016/10/25,C13186,43741.03,7435.97,51177.0,有效发票
86958,E145,50580,2016/10/25,C23057,46927.43,6100.57,53028.0,有效发票
86959,E145,50579,2016/10/25,C23057,256.41,43.59,300.0,有效发票
86960,E145,19680521,2016/10/26,C01860,2039.7,224.37,2264.07,有效发票
86961,E145,5071857,2016/10/26,C04000,16983.23,2887.17,19870.4,有效发票
86962,E145,2127388,2016/10/26,C07779,82176.99,10683.01,92860.0,有效发票
86963,E145,2127389,2016/10/26,C07779,122576.93,20838.07,143415.0,有效发票
86964,E145,1708840,2016/10/26,C13186,8623.01,1120.99,9744.0,有效发票
86965,E145,6142283,2016/10/26,C19126,73892.35,12561.65,86454.0,有效发票
86966,E145,2037345,2016/10/28,C13620,197.57,11.85,209.42,有效发票
86967,E145,91792,2016/10/31,C03313,9333.33,1586.67,10920.0,有效发票
86968,E145,1408877,2016/10/31,C12354,8920.35,1159.65,10080.0,有效发票
86969,E145,1408878,2016/10/31,C12354,5212.32,707.68,5920.0,有效发票
86970,E145,559956,2016/10/31,C13349,28773.59,1726.41,30500.0,有效发票
86971,E145,559957,2016/10/31,C13349,188.68,11.32,200.0,有效发票
86972,E145,66743,2016/10/31,C14628,85470.09,14529.92,100000.01,有效发票
86973,E145,66744,2016/10/31,C14628,87179.48,14820.51,101999.99,作废发票
86974,E145,7914952,2016/10/31,C15601,56401.71,9588.29,65990.0,有效发票
86975,E145,511837,2016/11/2,C22487,67365.86,11452.2,78818.06,有效发票
86976,E145,4644064,2016/11/3,C04284,1066.98,64.02,1131.0,有效发票
86977,E145,2847099,2016/11/4,C11803,1852.31,314.91,2167.22,有效发票
86978,E145,36075566,2016/11/5,C10836,43033.5,7315.7,50349.2,有效发票
86979,E145,2543136,2016/11/6,C14628,87179.49,14820.51,102000.0,有效发票
86980,E145,23408097,2016/11/8,C03466,94.34,5.66,100.0,有效发票
86981,E145,1407741,2016/11/8,C13186,1513.27,196.73,1710.0,有效发票
86982,E145,1407742,2016/11/8,C13186,276.11,35.89,312.0,有效发票
86983,E145,1407743,2016/11/8,C13186,24.36,4.14,28.5,有效发票
86984,E145,20003364,2016/11/9,C19812,16430.0,2793.1,19223.1,有效发票
86985,E145,20003365,2016/11/9,C19812,5195.24,883.19,6078.43,有效发票
86986,E145,20003366,2016/11/9,C19812,48000.88,8160.15,56161.03,有效发票
86987,E145,20003367,2016/11/9,C19812,18713.35,3181.26,21894.61,有效发票
