,企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
290241,E234,3098092,2017/9/8,C13027,85.47,14.53,100.0,有效发票
290242,E234,4007736,2017/9/11,C02304,660.38,39.62,700.0,有效发票
290243,E234,4007737,2017/9/11,C02304,5891.22,353.47,6244.69,有效发票
290244,E234,16541828,2017/9/12,C13415,291.26,8.74,300.0,有效发票
290245,E234,4885031,2017/9/13,C17386,300.0,9.0,309.0,作废发票
290246,E234,73400399,2017/9/14,C11987,2.83,0.17,3.0,有效发票
290247,E234,14632528,2017/9/15,C15252,793.87,47.63,841.5,有效发票
290248,E234,5964253,2017/9/18,C15196,149.51,4.49,154.0,有效发票
290249,E234,16616276,2017/9/19,C17406,156.31,4.69,161.0,有效发票
290250,E234,8588664,2017/9/20,C13027,782.91,133.09,916.0,有效发票
290251,E234,16608604,2017/9/20,C17386,200.0,6.0,206.0,有效发票
290252,E234,43792734,2017/9/27,C08135,21.7,1.3,23.0,有效发票
290253,E234,16672631,2017/9/28,C17386,66.02,1.98,68.0,有效发票
290254,E234,6817289,2017/9/30,C05426,4188.03,711.97,4900.0,有效发票
290255,E234,22612580,2017/9/30,C16512,281.13,16.87,298.0,有效发票
290256,E234,8588704,2017/10/8,C13027,411.11,69.89,481.0,有效发票
290257,E234,823806,2017/10/11,C06773,1025.64,174.36,1200.0,有效发票
290258,E234,20132775,2017/10/11,C15712,216.98,13.02,230.0,有效发票
290259,E234,20132776,2017/10/11,C15712,216.98,13.02,230.0,有效发票
290260,E234,1755334,2017/10/13,C02377,11632.04,1977.45,13609.49,有效发票
290261,E234,21445623,2017/10/13,C15252,250.94,15.06,266.0,有效发票
290262,E234,36731211,2017/10/14,C05679,169.81,10.19,180.0,有效发票
290263,E234,16767987,2017/10/14,C17406,200.0,6.0,206.0,有效发票
290264,E234,16919530,2017/10/17,C16830,95.15,2.85,98.0,有效发票
290265,E234,21660849,2017/10/18,C17386,233.01,6.99,240.0,有效发票
290266,E234,16669399,2017/10/19,C17386,200.0,6.0,206.0,有效发票
290267,E234,1621031,2017/10/20,C13027,1597.44,271.56,1869.0,有效发票
290268,E234,20097006,2017/10/20,C17386,196.12,5.88,202.0,有效发票
290269,E234,21446339,2017/10/21,C15252,3905.66,234.34,4140.0,有效发票
290270,E234,16758068,2017/10/22,C17386,569.9,17.1,587.0,作废发票
290271,E234,16758069,2017/10/22,C17386,569.9,17.1,587.0,有效发票
290272,E234,4851426,2017/10/23,C03885,367.77,11.03,378.8,有效发票
290273,E234,1621042,2017/10/23,C13027,1098.29,186.71,1285.0,有效发票
290274,E234,11124317,2017/10/24,C10276,5660.38,339.62,6000.0,有效发票
290275,E234,57796741,2017/10/24,C11987,2.83,0.17,3.0,有效发票
290276,E234,16402729,2017/10/24,C12825,853.77,51.23,905.0,有效发票
290277,E234,1621057,2017/10/25,C13027,4127.35,701.65,4829.0,有效发票
290278,E234,19440636,2017/10/25,C14191,430.19,25.81,456.0,有效发票
290279,E234,16402863,2017/10/26,C12825,647.17,38.83,686.0,有效发票
290280,E234,16735058,2017/10/26,C13528,146.6,4.4,151.0,有效发票
290281,E234,23315947,2017/10/29,C13463,162.14,4.86,167.0,有效发票
290282,E234,21708223,2017/11/1,C15712,182.08,10.92,193.0,有效发票
290283,E234,7769076,2017/11/2,C03885,38.74,1.16,39.9,有效发票
290284,E234,16758095,2017/11/3,C17386,314.56,9.44,324.0,作废发票
290285,E234,16758096,2017/11/3,C17386,314.56,9.44,324.0,有效发票
290286,E234,6176426,2017/11/3,C23452,156.31,4.69,161.0,有效发票
290287,E234,16733187,2017/11/4,C17386,214.56,6.44,221.0,有效发票
290288,E234,19691310,2017/11/5,C13186,2452.83,147.17,2600.0,有效发票
290289,E234,3095694,2017/11/5,C13186,3226.42,193.58,3420.0,作废发票
290290,E234,3095695,2017/11/5,C13186,3226.42,193.58,3420.0,有效发票
290291,E234,57797197,2017/11/6,C11987,2.83,0.17,3.0,有效发票
290292,E234,1292871,2017/11/8,C06238,1641.51,98.49,1740.0,有效发票
290293,E234,16758116,2017/11/10,C17386,244.66,7.34,252.0,有效发票
290294,E234,15109034,2017/11/12,C13571,503.3,15.1,518.4,有效发票
290295,E234,1621122,2017/11/13,C13027,9829.06,1670.94,11500.0,有效发票
290296,E234,1621123,2017/11/13,C13027,1753.85,298.15,2052.0,有效发票
290297,E234,16724119,2017/11/13,C17386,215.53,6.47,222.0,有效发票
290298,E234,2646950,2017/11/14,C03885,2095.8,254.2,2350.0,有效发票
290299,E234,20127887,2017/11/14,C13650,656.6,39.4,696.0,有效发票
290300,E234,21816248,2017/11/16,C15885,488.35,14.65,503.0,有效发票
290301,E234,16292453,2017/11/17,C07456,163.11,4.89,168.0,有效发票
290302,E234,16724257,2017/11/18,C17386,200.97,6.03,207.0,有效发票
290303,E234,16758131,2017/11/18,C17386,344.66,10.34,355.0,有效发票
290304,E234,21421656,2017/11/20,C14074,335.85,20.15,356.0,有效发票
290305,E234,49861314,2017/11/22,C21111,192.45,11.55,204.0,有效发票
290306,E234,2076585,2017/11/23,C12690,4017.09,682.91,4700.0,有效发票
290307,E234,3629933,2017/11/23,C13186,193.2,5.8,199.0,有效发票
290308,E234,21712625,2017/11/23,C16012,200.97,6.03,207.0,有效发票
290309,E234,1218343,2017/11/24,C15945,8461.54,1438.46,9900.0,有效发票
290310,E234,16703594,2017/11/27,C17386,163.11,4.89,168.0,有效发票
290311,E234,20897725,2017/11/28,C07735,233.02,13.98,247.0,有效发票
290312,E234,2567417,2017/11/29,C15945,8461.54,1438.46,9900.0,有效发票
290313,E234,24562881,2017/11/29,C17386,281.55,8.45,290.0,有效发票
290314,E234,16724606,2017/11/30,C17386,151.46,4.54,156.0,有效发票
290315,E234,27383658,2017/12/1,C17386,209.71,6.29,216.0,有效发票
