,企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
40158,E4,9333306,2017/1/4,A08811,8219.42,246.58,8466.0,作废发票
40159,E4,9333308,2017/1/4,A08811,8219.41,246.59,8466.0,有效发票
40160,E4,1614552,2017/1/10,A03594,307.69,52.31,360.0,有效发票
40161,E4,1614563,2017/1/10,A03594,299.15,50.85,350.0,有效发票
40162,E4,945765,2017/1/12,A01499,60573.06,3634.38,64207.44,有效发票
40163,E4,7031445,2017/1/12,A03450,90443.85,4522.19,94966.04,有效发票
40164,E4,7031446,2017/1/12,A03450,95238.1,4761.9,100000.0,有效发票
40165,E4,7031449,2017/1/13,A03450,7753.33,387.67,8141.0,有效发票
40166,E4,1614629,2017/1/13,A03594,273.5,46.5,320.0,有效发票
40167,E4,3507,2017/1/20,A09438,8358.25,250.75,8609.0,有效发票
40168,E4,1046468,2017/1/24,A01499,75.47,4.53,80.0,有效发票
40169,E4,7031470,2017/1/24,A03450,7333.33,366.67,7700.0,有效发票
40170,E4,1614853,2017/2/6,A03594,358.98,61.02,420.0,有效发票
40171,E4,1614863,2017/2/6,A03594,606.84,103.16,710.0,有效发票
40172,E4,474980,2017/2/9,A07269,9530.09,285.91,9816.0,有效发票
40173,E4,34013,2017/2/9,A09422,2834.95,85.05,2920.0,有效发票
40174,E4,1504718,2017/2/13,A08932,1981.13,118.87,2100.0,有效发票
40175,E4,3148583,2017/2/16,A03594,598.29,101.71,700.0,有效发票
40176,E4,222893,2017/2/21,A06318,2835.04,481.96,3317.0,有效发票
40177,E4,3148882,2017/2/28,A03594,179.49,30.51,210.0,有效发票
40178,E4,2892262,2017/3/6,A01499,540.24,89.76,630.0,有效发票
40179,E4,36859,2017/3/8,A09432,5703.88,171.12,5875.0,有效发票
40180,E4,5201992,2017/3/14,A06318,1026.5,174.5,1201.0,有效发票
40181,E4,304924,2017/3/15,A07262,18446.6,553.4,19000.0,有效发票
40182,E4,29348,2017/3/17,A13655,1262.14,37.86,1300.0,有效发票
40183,E4,5988456,2017/3/23,A00924,37735.85,2264.15,40000.0,有效发票
40184,E4,7368169,2017/3/24,A02296,27358.49,1641.51,29000.0,作废发票
40185,E4,6117728,2017/3/24,A03765,27358.49,1641.51,29000.0,有效发票
40186,E4,7368170,2017/3/27,A02296,27358.49,1641.51,29000.0,有效发票
40187,E4,3318753,2017/3/27,A03764,3938543.59,669552.41,4608096.0,有效发票
40188,E4,5769550,2017/3/28,A03594,205.13,34.87,240.0,有效发票
40189,E4,7804140,2017/4/5,A07762,15811.97,2688.03,18500.0,有效发票
40190,E4,3583977,2017/4/6,A11206,559.22,16.78,576.0,有效发票
40191,E4,5617724,2017/4/10,A01499,443.38,75.37,518.75,有效发票
40192,E4,11414642,2017/4/17,A02250,10000.0,600.0,10600.0,有效发票
40193,E4,423109,2017/4/18,A13655,-1262.14,-37.86,-1300.0,有效发票
40194,E4,513300,2017/4/21,A07262,5825.24,174.76,6000.0,有效发票
40195,E4,3356350,2017/4/25,A03764,949218.56,161367.15,1110585.71,有效发票
40196,E4,7628860,2017/4/25,A04949,3696.49,221.79,3918.28,有效发票
40197,E4,524246,2017/5/8,A07285,4262.14,127.86,4390.0,有效发票
40198,E4,11664912,2017/5/11,A08362,4316.24,733.76,5050.0,有效发票
40199,E4,7859250,2017/5/12,A01499,456.2,77.55,533.75,有效发票
40200,E4,7296309,2017/5/15,A03450,800.0,40.0,840.0,有效发票
40201,E4,8660779,2017/5/17,A03594,205.13,34.87,240.0,有效发票
40202,E4,8660899,2017/5/23,A03594,512.83,87.17,600.0,有效发票
40203,E4,8660945,2017/5/24,A03594,179.49,30.51,210.0,有效发票
40204,E4,9084032,2017/5/25,A10286,17117.93,382.07,17500.0,有效发票
40205,E4,8698981,2017/6/1,A03594,641.03,108.97,750.0,作废发票
40206,E4,10525477,2017/6/6,A06710,232.43,6.97,239.4,有效发票
40207,E4,11732999,2017/6/7,A03889,295.28,17.72,313.0,有效发票
40208,E4,1536513,2017/6/9,A13655,17975.73,539.27,18515.0,有效发票
40209,E4,8056895,2017/6/16,A01499,455.13,77.37,532.5,有效发票
40210,E4,707367,2017/6/16,A07365,3883.5,116.51,4000.01,有效发票
40211,E4,21636327,2017/6/20,A06862,449.51,13.49,463.0,有效发票
40212,E4,7242159,2017/6/26,A02008,345.63,10.37,356.0,有效发票
40213,E4,1130155,2017/6/29,A08497,189.32,5.68,195.0,有效发票
40214,E4,1130156,2017/6/29,A08497,252.43,7.57,260.0,有效发票
40215,E4,8056963,2017/7/7,A01499,534.19,90.81,625.0,有效发票
40216,E4,611065,2017/7/10,A07126,291.26,8.74,300.0,有效发票
40217,E4,10074343,2017/7/10,A07126,776.7,23.3,800.0,有效发票
40218,E4,3329577,2017/7/20,A02450,24339.36,1460.36,25799.72,有效发票
40219,E4,789403,2017/7/20,A07269,3680.58,110.42,3791.0,有效发票
40220,E4,12646901,2017/7/24,A13157,833.01,24.99,858.0,有效发票
40221,E4,4277395,2017/8/10,A01499,568.38,96.62,665.0,作废发票
40222,E4,4277396,2017/8/10,A01499,568.38,96.62,665.0,有效发票
40223,E4,11708577,2017/8/14,A08522,339.81,10.19,350.0,作废发票
40224,E4,11494218,2017/8/15,A03325,2075.47,124.53,2200.0,有效发票
40225,E4,4878494,2017/8/15,A03889,307.55,18.45,326.0,有效发票
40226,E4,11708582,2017/8/24,A08522,339.81,10.19,350.0,有效发票
40227,E4,7049849,2017/9/6,A01499,497.5,82.5,580.0,有效发票
40228,E4,15085489,2017/10/7,A06862,739.62,44.38,784.0,有效发票
40229,E4,4948498,2017/10/10,A10286,38510.0,0.0,38510.0,有效发票
40230,E4,2144201,2017/10/20,A02758,1941.75,58.25,2000.0,有效发票
40231,E4,128723,2017/10/23,A01499,448.72,76.28,525.0,有效发票
40232,E4,15505142,2017/10/24,A08497,310.68,9.32,320.0,有效发票
40233,E4,4816936,2017/10/27,A03325,-2075.47,-124.53,-2200.0,有效发票
40234,E4,4816937,2017/10/27,A03325,2075.47,124.53,2200.0,有效发票
40235,E4,7296400,2017/10/27,A03450,533.33,26.67,560.0,有效发票
40236,E4,5947911,2017/10/27,A03534,689.32,20.68,710.0,有效发票
40237,E4,8760374,2017/10/27,A03889,407.55,24.45,432.0,有效发票
40238,E4,245682,2017/10/30,A02810,4893.4,293.6,5187.0,有效发票
40239,E4,3555659,2017/11/2,A02824,396.23,23.77,420.0,有效发票
40240,E4,5184432,2017/11/2,A08412,2011.32,120.68,2132.0,有效发票
40241,E4,21976639,2017/11/8,A07171,2285.85,137.15,2423.0,有效发票
40242,E4,1628386,2017/11/9,A03594,179.49,30.51,210.0,有效发票
40243,E4,7296405,2017/11/13,A03450,28.57,1.43,30.0,有效发票
40244,E4,137701,2017/11/13,A13157,567.96,17.04,585.0,作废发票
40245,E4,137702,2017/11/13,A13157,883.5,26.5,910.0,有效发票
40246,E4,922139,2017/11/16,A03889,191.51,11.49,203.0,有效发票
40247,E4,359193,2017/11/21,A00939,9073538.46,1542501.54,10616040.0,作废发票
40248,E4,359194,2017/11/21,A00939,9073538.46,1542501.54,10616040.0,作废发票
40249,E4,359195,2017/11/21,A00939,9081804.18,1543906.71,10625710.89,作废发票
40250,E4,359196,2017/11/21,A00939,9073538.46,1542501.54,10616040.0,作废发票
40251,E4,359197,2017/11/21,A00939,9073538.46,1542501.54,10616040.0,有效发票
40252,E4,359198,2017/11/21,A00939,9073538.46,1542501.54,10616040.0,有效发票
40253,E4,359199,2017/11/21,A00939,9081804.18,1543906.71,10625710.89,有效发票
40254,E4,3467806,2017/11/22,A01499,313.03,53.22,366.25,有效发票
40255,E4,1071944,2017/11/28,A12387,693.2,20.8,714.0,有效发票
40256,E4,10094257,2017/12/7,A06948,3300.97,99.03,3400.0,有效发票
40257,E4,37726100,2017/12/8,A03624,264.15,15.85,280.0,有效发票
40258,E4,1538652,2017/12/8,A07274,2329.13,69.87,2399.0,有效发票
40259,E4,4548551,2017/12/12,A03450,14666.67,733.33,15400.0,有效发票
40260,E4,1007230,2017/12/12,A03889,155.66,9.34,165.0,有效发票
40261,E4,3467820,2017/12/13,A01499,463.68,78.82,542.5,有效发票
40262,E4,21977591,2017/12/13,A07171,2916.04,174.96,3091.0,有效发票
40263,E4,1461561,2017/12/13,A07273,1601.94,48.06,1650.0,有效发票
40264,E4,4508228,2017/12/14,A08362,415.38,70.62,486.0,有效发票
40265,E4,25455025,2017/12/14,A08415,700.0,42.0,742.0,有效发票
40266,E4,4529198,2017/12/14,A08732,9186.65,1133.35,10320.0,有效发票
40267,E4,1489881,2017/12/15,A13655,17281.55,518.45,17800.0,有效发票
