,企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
172715,E43,2208172,2017/12/21,A11656,18423.93,3132.07,21556.0,有效发票
172716,E43,2208180,2018/1/12,A11656,7051.28,1198.72,8250.0,有效发票
172717,E43,20229707,2018/1/21,A11655,41880.34,7119.66,49000.0,有效发票
172718,E43,6173653,2018/3/3,A05080,383195.56,65143.24,448338.8,有效发票
172719,E43,744318,2018/7/9,A03626,436.56,43.44,480.0,有效发票
172720,E43,1092051,2018/7/27,A04272,73398.06,2201.94,75600.0,有效发票
172721,E43,1168118,2018/8/24,A09604,86206.9,13793.1,100000.0,作废发票
172722,E43,1168119,2018/8/24,A09604,86206.9,13793.1,100000.0,有效发票
172723,E43,1168120,2018/8/24,A09604,86206.9,13793.1,100000.0,作废发票
172724,E43,1168121,2018/8/24,A09604,86206.9,13793.1,100000.0,有效发票
172725,E43,1168122,2018/8/24,A09604,86206.9,13793.1,100000.0,有效发票
172726,E43,1168267,2018/8/24,A09604,86206.9,13793.1,100000.0,有效发票
172727,E43,1168268,2018/8/24,A09604,86206.9,13793.1,100000.0,有效发票
172728,E43,1168269,2018/8/24,A09604,86206.9,13793.1,100000.0,有效发票
172729,E43,1168123,2018/8/24,A09604,86206.9,13793.1,100000.0,有效发票
172730,E43,1168124,2018/8/24,A09604,86206.9,13793.1,100000.0,有效发票
172731,E43,1168125,2018/8/24,A09604,86206.9,13793.1,100000.0,有效发票
172732,E43,1168265,2018/8/24,A09604,86206.9,13793.1,100000.0,有效发票
172733,E43,1168266,2018/8/24,A09604,86206.9,13793.1,100000.0,有效发票
172734,E43,946313,2018/8/24,A09604,86206.9,13793.1,100000.0,作废发票
172735,E43,946314,2018/8/24,A09604,86206.9,13793.1,100000.0,作废发票
172736,E43,946315,2018/8/24,A09604,86206.9,13793.1,100000.0,作废发票
172737,E43,946316,2018/8/24,A09604,86206.9,13793.1,100000.0,作废发票
172738,E43,946317,2018/8/24,A09604,86206.9,13793.1,100000.0,作废发票
172739,E43,946318,2018/8/24,A09604,86206.9,13793.1,100000.0,作废发票
172740,E43,946319,2018/8/24,A09604,86206.9,13793.1,100000.0,作废发票
172741,E43,946320,2018/8/24,A09604,86206.9,13793.1,100000.0,作废发票
172742,E43,861202,2018/10/9,A05005,71807.76,11489.24,83297.0,有效发票
172743,E43,861203,2018/10/9,A05005,64655.17,10344.83,75000.0,有效发票
172744,E43,861204,2018/10/9,A05005,43056.47,6889.03,49945.5,有效发票
172745,E43,19556826,2018/11/2,A05368,2264.15,135.85,2400.0,有效发票
172746,E43,1073686,2018/11/9,A05000,51918.49,8306.96,60225.45,有效发票
172747,E43,5762611,2018/11/22,A10542,3620.69,579.31,4200.0,有效发票
172748,E43,6514728,2019/3/7,A10542,827.59,132.41,960.0,有效发票
172749,E43,17480257,2019/3/8,A02207,4275.87,684.13,4960.0,有效发票
172750,E43,1989852,2019/3/22,A10252,491379.31,78620.69,570000.0,有效发票
