,企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
163960,E36,11501859,2017/4/25,A01531,2051.28,348.72,2400.0,有效发票
163961,E36,50928149,2017/4/26,A10562,911.38,154.94,1066.32,作废发票
163962,E36,17461212,2017/4/27,A01542,22769.23,3870.77,26640.0,有效发票
163963,E36,4139064,2017/5/3,A08235,50752.49,8627.92,59380.41,作废发票
163964,E36,6162899,2017/5/4,A05361,45802.31,7786.39,53588.7,有效发票
163965,E36,7456909,2017/5/5,A06412,4216.98,253.02,4470.0,有效发票
163966,E36,9066576,2017/5/12,A05353,54957.26,9342.74,64300.0,有效发票
163967,E36,6264339,2017/5/16,A03325,8547.01,1452.99,10000.0,有效发票
163968,E36,6162919,2017/5/17,A05361,32430.26,5513.14,37943.4,有效发票
163969,E36,8402776,2017/5/17,A07734,8431.62,1433.38,9865.0,有效发票
163970,E36,29535819,2017/5/24,A01918,59957.26,10192.74,70150.0,有效发票
163971,E36,9066612,2017/5/24,A05353,5982.91,1017.09,7000.0,有效发票
163972,E36,3737012,2017/5/25,A05247,82217.52,13976.98,96194.5,有效发票
163973,E36,1624283,2017/5/25,A06390,34227.01,5818.59,40045.6,有效发票
163974,E36,9009196,2017/5/25,A11712,17909.74,3044.66,20954.4,有效发票
163975,E36,39787108,2017/5/26,A10134,15914.53,2705.47,18620.0,有效发票
163976,E36,27083159,2017/5/26,A11875,14957.26,2542.74,17500.0,有效发票
163977,E36,28318786,2017/5/27,A00151,68376.07,11623.93,80000.0,有效发票
163978,E36,28318787,2017/5/27,A00151,55555.56,9444.44,65000.0,有效发票
163979,E36,28318788,2017/5/27,A00151,11111.11,1888.89,13000.0,有效发票
163980,E36,5661298,2017/5/27,A09877,34123.08,5800.92,39924.0,有效发票
163981,E36,26941744,2017/5/27,A11876,16410.26,2789.74,19200.0,有效发票
163982,E36,20130776,2017/5/31,A01497,7128.21,1211.79,8340.0,有效发票
163983,E36,23566,2017/5/31,A08235,56562.44,9615.62,66178.06,有效发票
163984,E36,23567,2017/5/31,A08235,56562.44,9615.62,66178.06,有效发票
163985,E36,303382,2017/5/31,A12888,5705.13,969.87,6675.0,有效发票
163986,E36,303383,2017/5/31,A12888,5705.13,969.87,6675.0,有效发票
163987,E36,118194,2017/6/1,A09876,69539.74,11821.76,81361.5,有效发票
163988,E36,6093479,2017/6/2,A09716,4375.73,743.87,5119.6,有效发票
163989,E36,11574276,2017/6/5,A09195,3584.91,215.09,3800.0,有效发票
163990,E36,22369088,2017/6/6,A00347,7692.31,1307.69,9000.0,有效发票
163991,E36,11170789,2017/6/8,A00228,355.77,60.48,416.25,有效发票
163992,E36,3737049,2017/6/13,A05247,29490.0,5013.3,34503.3,有效发票
163993,E36,3737050,2017/6/13,A05247,81592.31,13870.69,95463.0,有效发票
163994,E36,1579815,2017/6/13,A07773,2307.69,392.31,2700.0,有效发票
163995,E36,18686218,2017/6/14,A01537,8547.01,1452.99,10000.0,有效发票
163996,E36,6163208,2017/6/15,A05361,48972.56,8325.34,57297.9,有效发票
163997,E36,3450182,2017/6/16,A01585,79411.97,13500.03,92912.0,作废发票
163998,E36,3450183,2017/6/16,A01585,79411.97,13500.03,92912.0,有效发票
163999,E36,466043,2017/6/19,A08582,1032.48,175.52,1208.0,有效发票
164000,E36,478771,2017/6/19,A12888,5666.67,963.33,6630.0,有效发票
164001,E36,478772,2017/6/19,A12888,5666.67,963.33,6630.0,有效发票
164002,E36,10409035,2017/6/20,A00202,3090.57,185.43,3276.0,有效发票
164003,E36,10409039,2017/6/20,A00202,1420.75,85.25,1506.0,有效发票
164004,E36,1681993,2017/6/20,A02563,5555.56,944.44,6500.0,有效发票
164005,E36,27083436,2017/6/20,A11875,10683.76,1816.24,12500.0,有效发票
164006,E36,27314843,2017/6/20,A11876,12307.7,2092.3,14400.0,有效发票
164007,E36,27314842,2017/6/20,A11876,6153.85,1046.15,7200.0,作废发票
164008,E36,4281236,2017/6/22,A01505,11015.38,1872.62,12888.0,有效发票
164009,E36,1277526,2017/6/22,A03889,12827.08,769.62,13596.7,有效发票
164010,E36,23164704,2017/6/23,A01564,3076.92,523.08,3600.0,有效发票
