,企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
192344,E60,8805081,2017/9/28,A08633,223.3,6.7,230.0,作废发票
192345,E60,679711,2017/10/26,A07244,88717.95,15082.05,103800.0,有效发票
192346,E60,24727093,2017/10/27,A08088,661.17,19.83,681.0,有效发票
192347,E60,24063436,2017/10/28,A06928,2734.19,464.81,3199.0,有效发票
192348,E60,24063432,2017/10/28,A06928,85.47,14.53,100.0,有效发票
192349,E60,24063433,2017/10/28,A06928,2734.19,464.81,3199.0,有效发票
192350,E60,24063434,2017/10/28,A06928,6494.87,1104.13,7599.0,有效发票
192351,E60,24063435,2017/10/28,A06928,2734.19,464.81,3199.0,有效发票
192352,E60,21772626,2017/10/28,A08885,595.28,35.72,631.0,有效发票
192353,E60,22987339,2017/10/28,A08930,8037.74,482.26,8520.0,有效发票
192354,E60,22987340,2017/10/28,A08930,2979.25,178.75,3158.0,有效发票
192355,E60,22987346,2017/10/28,A08930,418.87,25.13,444.0,有效发票
192356,E60,24677405,2017/10/28,A13197,441.75,13.25,455.0,有效发票
192357,E60,24804485,2017/10/29,A07164,771.84,23.16,795.0,有效发票
192358,E60,14694720,2017/10/30,A06302,83925.22,14267.28,98192.5,有效发票
192359,E60,14694721,2017/10/30,A06302,81313.25,13823.25,95136.5,有效发票
192360,E60,24804565,2017/11/2,A07164,927.18,27.82,955.0,有效发票
192361,E60,25113912,2017/11/6,A13894,500.0,15.0,515.0,有效发票
192362,E60,9097480,2017/11/7,A06554,1444.34,86.66,1531.0,作废发票
192363,E60,9097481,2017/11/7,A06554,1444.34,86.66,1531.0,有效发票
192364,E60,2602095,2017/11/12,A09392,570.87,17.13,588.0,有效发票
192365,E60,23250794,2017/11/13,A06919,322.33,9.67,332.0,有效发票
192366,E60,1676471,2017/11/16,A03624,435.09,44.91,480.0,有效发票
192367,E60,21056096,2017/11/16,A13557,874.76,26.24,901.0,有效发票
192368,E60,9465786,2017/11/23,A13288,600.0,30.0,630.0,有效发票
192369,E60,10787201,2017/12/8,A02442,4487.18,762.82,5250.0,有效发票
192370,E60,4914371,2017/12/8,A07641,882.91,150.09,1033.0,有效发票
192371,E60,28546986,2017/12/10,A06928,2734.19,464.81,3199.0,有效发票
192372,E60,31282194,2017/12/11,A13197,301.94,9.06,311.0,有效发票
192373,E60,31913021,2017/12/15,A13747,402.91,12.09,415.0,有效发票
192374,E60,28969149,2017/12/20,A07242,1248.54,37.46,1286.0,作废发票
192375,E60,28969150,2017/12/20,A07242,1314.56,39.44,1354.0,作废发票
192376,E60,28969155,2017/12/21,A07242,1314.56,39.44,1354.0,有效发票
192377,E60,10226663,2017/12/26,A08967,582.52,17.48,600.0,有效发票
192378,E60,10226664,2017/12/26,A08967,582.52,17.48,600.0,有效发票
192379,E60,3519709,2017/12/26,A13816,213.59,6.41,220.0,有效发票
192380,E60,777710,2017/12/31,A06554,566.04,33.96,600.0,有效发票
192381,E60,13884221,2017/12/31,A13116,194.17,5.83,200.0,有效发票
192382,E60,25623110,2018/1/3,A13197,170.87,5.13,176.0,有效发票
192383,E60,25623113,2018/1/3,A13197,52.43,1.57,54.0,有效发票
192384,E60,28241712,2018/1/6,A08930,4748.11,284.89,5033.0,有效发票
192385,E60,11152226,2018/1/6,A09525,145.63,4.37,150.0,有效发票
192386,E60,2602255,2018/1/7,A09392,1359.22,40.78,1400.0,有效发票
192387,E60,5305921,2018/1/8,A02025,1415.53,42.47,1458.0,作废发票
192388,E60,5305922,2018/1/8,A02025,1415.53,42.47,1458.0,有效发票
192389,E60,19808069,2018/1/12,A09517,3845.3,653.7,4499.0,有效发票
192390,E60,27449027,2018/1/20,A07419,911.65,27.35,939.0,有效发票
192391,E60,44361217,2018/1/31,A13860,154.37,4.63,159.0,有效发票
192392,E60,43398350,2018/2/2,A09920,460.19,13.81,474.0,有效发票
192393,E60,44370892,2018/2/3,A13828,121.36,3.64,125.0,有效发票
192394,E60,44537303,2018/2/6,A06287,2830.19,169.81,3000.0,有效发票
192395,E60,779478,2018/2/7,A06554,239.62,14.38,254.0,有效发票
192396,E60,2602345,2018/2/9,A09392,2427.18,72.82,2500.0,有效发票
192397,E60,22771776,2018/2/10,A03548,1572.65,267.35,1840.0,有效发票
192398,E60,3519224,2018/2/10,A05891,256.41,43.59,300.0,有效发票
192399,E60,48548041,2018/2/14,A09920,451.46,13.54,465.0,有效发票
192400,E60,45010724,2018/2/23,A13655,330.1,9.9,340.0,有效发票
192401,E60,44269149,2018/2/25,A13894,124.27,3.73,128.0,有效发票
192402,E60,44537342,2018/2/26,A06287,826.42,49.58,876.0,有效发票
192403,E60,1248578,2018/2/27,A07244,88717.95,15082.05,103800.0,有效发票
192404,E60,10197972,2018/2/27,A11493,358.97,61.03,420.0,有效发票
192405,E60,50244890,2018/3/1,A09525,256.41,43.59,300.0,有效发票
192406,E60,1253170,2018/3/2,A07244,88717.95,15082.05,103800.0,有效发票
192407,E60,35970268,2018/3/3,A01926,461.54,78.46,540.0,有效发票
192408,E60,87559244,2018/3/4,A00370,394.01,66.99,461.0,有效发票
192409,E60,50245415,2018/3/4,A09525,456.31,13.69,470.0,有效发票
192410,E60,10198050,2018/3/5,A11493,226.5,38.5,265.0,有效发票
192411,E60,50246047,2018/3/6,A09525,290.6,49.4,340.0,有效发票
192412,E60,20441461,2018/3/8,A11035,4253.52,255.21,4508.73,有效发票
192413,E60,20441459,2018/3/8,A11035,1132.08,67.92,1200.0,有效发票
192414,E60,18670776,2018/3/10,A13460,444.44,75.56,520.0,有效发票
192415,E60,27718106,2018/3/11,A02956,213.68,36.32,250.0,有效发票
192416,E60,383035,2018/3/14,A01706,8974.36,1525.64,10500.0,有效发票
192417,E60,44264087,2018/3/14,A13828,283.5,8.5,292.0,有效发票
192418,E60,2535962,2018/3/15,A07967,11025.64,1874.36,12900.0,有效发票
192419,E60,48969687,2018/3/16,A06978,2904.27,493.73,3398.0,有效发票
192420,E60,13671364,2018/3/16,A07641,543.59,92.41,636.0,有效发票
