,企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
207747,E99,49016507,2017/10/12,A06470,88.03,14.97,103.0,有效发票
207748,E99,1953728,2017/10/24,A09955,9708.74,291.26,10000.0,有效发票
207749,E99,1953727,2017/10/24,A09955,9708.74,291.26,10000.0,有效发票
207750,E99,1868565,2017/11/21,A03028,29059.83,4940.17,34000.0,有效发票
207751,E99,2255369,2017/12/27,A08610,94339.62,5660.38,100000.0,有效发票
207752,E99,93707388,2018/2/1,A06470,94.02,15.98,110.0,有效发票
207753,E99,25287697,2018/2/7,A02274,169.81,10.19,180.0,有效发票
207754,E99,25289348,2018/2/9,A02274,169.81,10.19,180.0,有效发票
207755,E99,25288771,2018/2/9,A02274,-169.81,-10.19,-180.0,有效发票
207756,E99,19988818,2018/2/26,A00882,170.94,29.06,200.0,有效发票
207757,E99,3063954,2018/2/26,A01500,226.42,13.58,240.0,有效发票
207758,E99,32369187,2018/2/26,A13116,67.96,2.04,70.0,有效发票
207759,E99,87013729,2018/2/28,A00370,170.94,29.06,200.0,有效发票
207760,E99,28541399,2018/2/28,A08115,1573.58,94.42,1668.0,有效发票
207761,E99,87033730,2018/3/2,A00370,12000.0,0.0,12000.0,有效发票
207762,E99,87291298,2018/3/3,A00370,421.62,71.67,493.29,有效发票
207763,E99,87565227,2018/3/6,A00370,146.94,24.98,171.92,有效发票
207764,E99,86773343,2018/3/8,A00370,253.87,43.16,297.03,有效发票
207765,E99,87219847,2018/3/9,A00370,85.47,14.53,100.0,有效发票
207766,E99,9403563,2018/3/9,A03841,11830.77,2011.23,13842.0,有效发票
207767,E99,86786385,2018/3/10,A00370,335.43,57.03,392.46,有效发票
207768,E99,18061948,2018/3/12,A00370,251.49,42.75,294.24,有效发票
207769,E99,32911550,2018/3/14,A00370,517.58,87.99,605.57,有效发票
207770,E99,35601964,2018/3/16,A00370,85.47,14.53,100.0,有效发票
207771,E99,35337897,2018/3/16,A00370,311.31,52.92,364.23,有效发票
207772,E99,45021619,2018/3/19,A13655,162.14,4.86,167.0,有效发票
207773,E99,32935324,2018/3/20,A00370,369.57,62.83,432.4,有效发票
207774,E99,12018761,2018/3/20,A06977,110.26,18.74,129.0,有效发票
207775,E99,12255778,2018/3/20,A07061,854.37,25.63,880.0,有效发票
207776,E99,36310970,2018/3/21,A00370,138.44,23.53,161.97,有效发票
207777,E99,36310960,2018/3/21,A00370,150.98,25.67,176.65,有效发票
207778,E99,87147458,2018/3/21,A00370,85.47,14.53,100.0,有效发票
207779,E99,34167439,2018/3/21,A00370,170.94,29.06,200.0,有效发票
207780,E99,36375440,2018/3/21,A00370,19.41,3.3,22.71,有效发票
207781,E99,16249172,2018/3/21,A13157,878.63,26.37,905.0,作废发票
207782,E99,16249173,2018/3/21,A13157,878.63,26.37,905.0,有效发票
207783,E99,4258064,2018/3/23,A06693,7692.31,1307.69,9000.0,有效发票
207784,E99,33461258,2018/3/24,A00370,446.32,75.88,522.2,有效发票
207785,E99,32606998,2018/3/25,A00370,167.73,28.52,196.25,有效发票
207786,E99,35025905,2018/3/25,A00370,161.5,27.46,188.96,有效发票
207787,E99,36316529,2018/3/25,A00370,89.02,15.13,104.15,有效发票
207788,E99,33653225,2018/3/28,A00370,419.19,71.26,490.45,有效发票
207789,E99,33402590,2018/3/29,A00370,335.46,57.03,392.49,有效发票
207790,E99,33659587,2018/4/1,A00370,457.14,77.71,534.85,有效发票
207791,E99,33041941,2018/4/3,A00370,151.03,25.67,176.7,有效发票
207792,E99,33596614,2018/4/3,A00370,350.42,59.58,410.0,有效发票
207793,E99,2764871,2018/4/3,A03003,5660.38,339.62,6000.0,有效发票
207794,E99,33730698,2018/4/4,A00370,154.91,26.33,181.24,有效发票
207795,E99,33993491,2018/4/5,A00370,151.01,25.67,176.68,有效发票
207796,E99,33203455,2018/4/6,A00370,150.98,25.66,176.64,有效发票
207797,E99,35317860,2018/4/6,A00370,93.89,15.96,109.85,有效发票
207798,E99,32630889,2018/4/7,A00370,494.56,84.08,578.64,有效发票
207799,E99,32679817,2018/4/9,A00370,327.2,55.63,382.83,有效发票
207800,E99,9403986,2018/4/9,A03841,5151.28,875.72,6027.0,有效发票
207801,E99,33798126,2018/4/10,A00370,335.46,57.03,392.49,有效发票
207802,E99,18024232,2018/4/10,A00370,85.46,14.54,100.0,有效发票
207803,E99,34398388,2018/4/11,A00370,487.91,82.95,570.86,有效发票
207804,E99,4485963,2018/4/11,A06449,444.44,75.56,520.0,有效发票
207805,E99,77888642,2018/4/12,A00370,346.15,58.85,405.0,有效发票
207806,E99,77855437,2018/4/12,A00370,319.6,54.33,373.93,有效发票
207807,E99,4485964,2018/4/12,A06449,444.44,75.56,520.0,有效发票
207808,E99,78162128,2018/4/13,A00370,145.42,24.72,170.14,有效发票
207809,E99,33418024,2018/4/16,A00370,289.21,49.17,338.38,有效发票
207810,E99,32806013,2018/4/16,A00370,338.62,57.57,396.19,有效发票
207811,E99,77507845,2018/4/19,A00370,354.7,60.3,415.0,有效发票
207812,E99,78173705,2018/4/21,A00370,151.48,25.76,177.24,有效发票
207813,E99,35737327,2018/4/21,A00370,294.47,50.06,344.53,有效发票
207814,E99,77661320,2018/4/22,A00370,179.47,30.53,210.0,有效发票
207815,E99,77661302,2018/4/22,A00370,251.62,42.79,294.41,有效发票
207816,E99,33804672,2018/4/28,A00370,288.06,48.98,337.04,有效发票
207817,E99,77953793,2018/4/29,A00370,439.62,74.75,514.37,有效发票
207818,E99,78121817,2018/5/1,A00370,491.36,78.61,569.97,有效发票
207819,E99,79045163,2018/5/1,A00370,375.0,60.0,435.0,有效发票
207820,E99,34595253,2018/5/1,A00370,103.62,16.58,120.2,有效发票
207821,E99,76713966,2018/5/3,A00370,435.34,69.66,505.0,有效发票
207822,E99,44647643,2018/5/3,A06470,86.2,13.8,100.0,有效发票
207823,E99,44805344,2018/5/3,A06470,86.2,13.8,100.0,有效发票
207824,E99,34210176,2018/5/7,A00370,384.48,61.52,446.0,有效发票
207825,E99,78463894,2018/5/7,A00370,363.98,58.23,422.21,有效发票
207826,E99,77781583,2018/5/14,A00370,366.37,58.63,425.0,有效发票
207827,E99,77786692,2018/5/17,A00370,387.71,62.03,449.74,有效发票
207828,E99,78874439,2018/5/20,A00370,86.2,13.8,100.0,有效发票
207829,E99,78156654,2018/5/24,A00370,362.06,57.94,420.0,有效发票
207830,E99,34966502,2018/5/29,A00370,396.55,63.45,460.0,有效发票
