,企业代号,发票号码,开票日期,销方单位代号,金额,税额,价税合计,发票状态
180090,E48,9364665,2017/1/24,A02735,5340.17,907.83,6248.0,有效发票
180091,E48,5304919,2017/2/23,A03794,43264.96,7355.04,50620.0,有效发票
180092,E48,2909643,2017/2/27,A11021,5982.91,1017.09,7000.0,有效发票
180093,E48,3949616,2017/3/15,A07087,27350.43,4649.57,32000.0,有效发票
180094,E48,5974342,2017/3/27,A07180,5769.23,980.77,6750.0,有效发票
180095,E48,5305202,2017/3/29,A03794,86638.63,14728.57,101367.2,有效发票
180096,E48,7859727,2017/4/12,A11021,1923.08,326.92,2250.0,有效发票
180097,E48,7531134,2017/4/20,A03794,58173.08,9889.42,68062.5,作废发票
180098,E48,7531135,2017/4/20,A03794,63475.56,10790.84,74266.4,作废发票
180099,E48,7978573,2017/4/25,A11021,5384.62,915.38,6300.0,有效发票
180100,E48,8146298,2017/5/15,A09111,13173.08,2239.42,15412.5,有效发票
180101,E48,10631073,2017/6/5,A10508,1708.74,51.26,1760.0,有效发票
180102,E48,10273060,2017/6/14,A12600,657.86,13.14,671.0,有效发票
180103,E48,10287089,2017/6/15,A03794,58173.08,9889.42,68062.5,有效发票
180104,E48,10287090,2017/6/15,A03794,63475.56,10790.84,74266.4,有效发票
180105,E48,8438072,2017/6/21,A13245,53589.74,9110.26,62700.0,有效发票
180106,E48,617728,2017/6/23,A07180,52094.01,8855.99,60950.0,有效发票
180107,E48,4128718,2017/6/26,A11021,22121.38,3760.62,25882.0,有效发票
180108,E48,4128719,2017/6/26,A11021,4551.28,773.72,5325.0,有效发票
180109,E48,1638883,2017/6/28,A07368,34188.03,5811.97,40000.0,有效发票
180110,E48,761383,2017/6/29,A07180,5769.23,980.77,6750.0,有效发票
180111,E48,761413,2017/6/30,A07180,12649.57,2150.43,14800.0,有效发票
180112,E48,1638892,2017/7/1,A07368,-34188.03,-5811.97,-40000.0,有效发票
180113,E48,1638893,2017/7/1,A07368,34188.03,5811.97,40000.0,有效发票
180114,E48,12262448,2017/7/8,A12621,326.21,9.79,336.0,有效发票
180115,E48,2703174,2017/7/11,A06466,764.15,45.85,810.0,有效发票
180116,E48,841190,2017/7/11,A07180,-5769.23,-980.77,-6750.0,有效发票
180117,E48,1594011,2017/7/14,A07555,79713.5,13551.3,93264.8,有效发票
180118,E48,1594012,2017/7/14,A07555,4516.24,767.76,5284.0,有效发票
180119,E48,841209,2017/7/19,A07180,5769.23,980.77,6750.0,有效发票
180120,E48,4259488,2017/7/19,A11021,36068.37,6131.63,42200.0,有效发票
180121,E48,4334297,2017/7/20,A09111,26346.15,4478.85,30825.0,有效发票
180122,E48,69217758,2017/7/21,A00356,168.0,0.0,168.0,有效发票
180123,E48,25807700,2017/7/21,A00356,29.0,0.0,29.0,有效发票
180124,E48,25807701,2017/7/21,A00356,41.42,0.0,41.42,有效发票
180125,E48,25807702,2017/7/21,A00356,146.77,0.0,146.77,有效发票
180126,E48,25807704,2017/7/21,A00356,80.94,0.0,80.94,有效发票
180127,E48,69217763,2017/7/21,A00356,34.0,0.0,34.0,有效发票
180128,E48,841248,2017/7/21,A07180,43995.73,7479.27,51475.0,作废发票
180129,E48,4452359,2017/7/26,A07368,70427.35,11972.65,82400.0,有效发票
180130,E48,5078620,2017/7/31,A07180,57500.0,9775.0,67275.0,有效发票
180131,E48,2563517,2017/8/14,A12600,448.54,8.96,457.5,有效发票
180132,E48,7114021,2017/8/15,A09315,30512.82,5187.18,35700.0,有效发票
180133,E48,25936823,2017/8/21,A00356,29.0,0.0,29.0,有效发票
180134,E48,25524600,2017/8/21,A00356,43.84,0.0,43.84,有效发票
180135,E48,25524603,2017/8/21,A00356,168.0,0.0,168.0,有效发票
180136,E48,25936836,2017/8/21,A00356,113.85,0.0,113.85,有效发票
180137,E48,25524610,2017/8/21,A00356,84.79,0.0,84.79,有效发票
180138,E48,25524615,2017/8/21,A00356,34.0,0.0,34.0,有效发票
180139,E48,6353206,2017/8/31,A07180,30128.21,5121.79,35250.0,有效发票
180140,E48,4699903,2017/9/9,A08624,51692.31,8787.69,60480.0,有效发票
