,企业代号,发票号码,开票日期,购方单位代号,金额,税额,价税合计,发票状态
145680,E75,12658676,2017/1/1,B16361,462.14,13.86,476.0,有效发票
145681,E75,12658678,2017/1/1,B16362,873.79,26.21,900.0,有效发票
145682,E75,12658679,2017/1/1,B16363,143.69,4.31,148.0,有效发票
145683,E75,12658680,2017/1/1,B16364,211.65,6.35,218.0,有效发票
145684,E75,12658681,2017/1/1,B16365,1576.7,47.3,1624.0,有效发票
145685,E75,12658682,2017/1/1,B16366,4654.37,139.63,4794.0,有效发票
145686,E75,12658671,2017/1/1,B16367,211.65,6.35,218.0,有效发票
145687,E75,12658672,2017/1/1,B16368,211.65,6.35,218.0,作废发票
145688,E75,12658673,2017/1/1,B16369,172.82,5.18,178.0,有效发票
145689,E75,12658674,2017/1/1,B16370,374.76,11.24,386.0,有效发票
145690,E75,12658675,2017/1/1,B16371,260.19,7.81,268.0,有效发票
145691,E75,12658677,2017/1/1,B16372,1157.28,34.72,1192.0,有效发票
145692,E75,12658683,2017/1/2,B16373,262.14,7.86,270.0,作废发票
145693,E75,12658684,2017/1/2,B16374,262.14,7.86,270.0,有效发票
145694,E75,12658685,2017/1/2,B16375,211.65,6.35,218.0,有效发票
145695,E75,12658686,2017/1/2,B16376,194.17,5.83,200.0,有效发票
145696,E75,12658690,2017/1/3,B16377,685.44,20.56,706.0,有效发票
145697,E75,12658687,2017/1/3,B16378,2252.43,67.57,2320.0,有效发票
145698,E75,12658688,2017/1/3,B16379,97.09,2.91,100.0,有效发票
145699,E75,12658689,2017/1/3,B16380,250.49,7.51,258.0,有效发票
145700,E75,12658691,2017/1/3,B16381,133.98,4.02,138.0,有效发票
145701,E75,12658692,2017/1/4,B16382,429.13,12.87,442.0,有效发票
145702,E75,12658693,2017/1/4,B16383,1440.78,43.22,1484.0,有效发票
145703,E75,12658694,2017/1/4,B16384,211.65,6.35,218.0,有效发票
145704,E75,12658695,2017/1/4,B16385,423.3,12.7,436.0,有效发票
145705,E75,12658696,2017/1/4,B16386,252.43,7.57,260.0,有效发票
145706,E75,12658697,2017/1/4,B16387,388.35,11.65,400.0,有效发票
145707,E75,12658710,2017/1/5,B16388,260.19,7.81,268.0,有效发票
145708,E75,12658700,2017/1/5,B16389,211.65,6.35,218.0,有效发票
145709,E75,12658698,2017/1/5,B16390,194.17,5.83,200.0,有效发票
145710,E75,12658699,2017/1/5,B16391,260.19,7.81,268.0,有效发票
145711,E75,12658701,2017/1/5,B16392,97.09,2.91,100.0,作废发票
145712,E75,12658702,2017/1/5,B16393,97.09,2.91,100.0,作废发票
145713,E75,12658703,2017/1/5,B16394,97.09,2.91,100.0,有效发票
145714,E75,12658704,2017/1/5,B16395,97.09,2.91,100.0,有效发票
145715,E75,12658706,2017/1/5,B16396,260.19,7.81,268.0,有效发票
