,企业代号,发票号码,开票日期,购方单位代号,金额,税额,价税合计,发票状态
103166,E26,201531,2016/12/5,B08713,427.35,72.65,500.0,作废发票
103167,E26,201532,2016/12/19,B03158,13505.13,2295.87,15801.0,有效发票
103168,E26,201533,2017/1/14,B03222,76923.08,13076.92,90000.0,有效发票
103169,E26,201534,2017/1/14,B03222,76923.08,13076.92,90000.0,有效发票
103170,E26,201535,2017/1/14,B03222,76923.08,13076.92,90000.0,有效发票
103171,E26,201536,2017/2/21,B03222,84615.38,14384.62,99000.0,有效发票
103172,E26,201537,2017/2/21,B03222,84615.38,14384.62,99000.0,有效发票
103173,E26,201538,2017/2/21,B03222,84615.38,14384.62,99000.0,有效发票
103174,E26,201539,2017/2/21,B03222,84615.38,14384.62,99000.0,有效发票
103175,E26,201540,2017/2/21,B03222,84615.38,14384.62,99000.0,有效发票
103176,E26,201541,2017/2/21,B03222,76923.08,13076.92,90000.0,有效发票
103177,E26,201542,2017/2/21,B03222,59211.11,10065.89,69277.0,作废发票
103178,E26,201543,2017/2/21,B03222,59211.11,10065.89,69277.0,有效发票
103179,E26,7709631,2017/3/20,B03098,84615.38,14384.62,99000.0,有效发票
103180,E26,7709632,2017/3/20,B03098,84615.38,14384.62,99000.0,有效发票
103181,E26,201544,2017/3/20,B03098,7614.53,1294.47,8909.0,有效发票
103182,E26,201545,2017/3/20,B03098,84615.38,14384.62,99000.0,有效发票
103183,E26,7709636,2017/4/7,B02608,84615.38,14384.62,99000.0,有效发票
103184,E26,7709637,2017/4/7,B02608,84615.38,14384.62,99000.0,有效发票
103185,E26,7709638,2017/4/7,B02608,84615.38,14384.62,99000.0,有效发票
103186,E26,7709639,2017/4/7,B02608,84615.38,14384.62,99000.0,有效发票
103187,E26,7709640,2017/4/7,B02608,84615.38,14384.62,99000.0,有效发票
103188,E26,7709641,2017/4/7,B02608,84615.38,14384.62,99000.0,有效发票
103189,E26,7709635,2017/4/7,B02608,84615.38,14384.62,99000.0,有效发票
103190,E26,7709642,2017/4/7,B02608,36752.14,6247.86,43000.0,有效发票
103191,E26,7709633,2017/4/7,B03547,84615.38,14384.62,99000.0,有效发票
103192,E26,7709634,2017/4/7,B03547,84615.38,14384.62,99000.0,有效发票
103193,E26,7709643,2017/4/14,B03547,56136.59,9543.22,65679.81,作废发票
103194,E26,7709644,2017/4/15,B03547,8982.15,1526.97,10509.12,有效发票
103195,E26,7709645,2017/4/15,B03547,56136.59,9543.22,65679.81,有效发票
103196,E26,8461933,2017/4/18,B03547,50468.38,8579.62,59048.0,作废发票
103197,E26,8461934,2017/4/18,B03547,50542.46,8592.22,59134.68,有效发票
103198,E26,8461935,2017/4/18,B03547,49336.86,8387.27,57724.13,有效发票
103199,E26,8461936,2017/4/18,B03547,85470.09,14529.91,100000.0,有效发票
103200,E26,8461938,2017/5/16,B03547,94017.09,15982.91,110000.0,有效发票
103201,E26,8461945,2017/5/16,B03547,55589.74,9450.26,65040.0,有效发票
103202,E26,8461939,2017/5/16,B03547,9401.71,1598.29,11000.0,作废发票
103203,E26,8461940,2017/5/16,B03547,94017.09,15982.91,110000.0,有效发票
103204,E26,8461941,2017/5/16,B03547,94017.09,15982.91,110000.0,有效发票
103205,E26,8461942,2017/5/16,B03547,94017.09,15982.91,110000.0,有效发票
103206,E26,8461943,2017/5/16,B03547,94017.09,15982.91,110000.0,有效发票
103207,E26,8461944,2017/5/16,B03547,68987.18,11727.82,80715.0,有效发票
103208,E26,8461946,2017/5/16,B10128,45840.17,7792.83,53633.0,有效发票
103209,E26,8461937,2017/5/16,B10128,45840.17,7792.83,53633.0,作废发票
103210,E26,1650305,2017/5/26,B03547,94017.09,15982.91,110000.0,有效发票
103211,E26,1650306,2017/5/26,B03547,94017.09,15982.91,110000.0,有效发票
103212,E26,1650304,2017/5/26,B03547,94017.09,15982.91,110000.0,有效发票
103213,E26,1650299,2017/5/26,B03547,94017.09,15982.91,110000.0,有效发票
103214,E26,1650300,2017/5/26,B03547,39572.65,6727.35,46300.0,有效发票
103215,E26,1650301,2017/5/26,B03547,94017.09,15982.91,110000.0,有效发票
103216,E26,1650302,2017/5/26,B03547,94017.09,15982.91,110000.0,有效发票
103217,E26,1650303,2017/5/26,B03547,94017.09,15982.91,110000.0,有效发票
103218,E26,8461947,2017/5/26,B03547,94017.09,15982.91,110000.0,有效发票
103219,E26,1650307,2017/5/26,B03547,94017.09,15982.91,110000.0,有效发票
103220,E26,1650313,2017/6/28,B03547,92065.33,15651.11,107716.44,有效发票
103221,E26,1650308,2017/6/28,B03547,73600.15,12512.03,86112.18,有效发票
103222,E26,1650309,2017/6/28,B03547,94943.37,16140.37,111083.74,有效发票
103223,E26,1650310,2017/6/28,B03547,85470.09,14529.91,100000.0,有效发票
103224,E26,1650311,2017/6/28,B03547,87780.22,14922.64,102702.86,作废发票
103225,E26,1650312,2017/6/28,B03547,87780.22,14922.64,102702.86,有效发票
103226,E26,3171426,2017/6/29,B03547,94017.09,15982.91,110000.0,有效发票
103227,E26,3171427,2017/6/29,B03547,9401.71,1598.29,11000.0,有效发票
103228,E26,3171428,2017/6/29,B03547,94017.09,15982.91,110000.0,有效发票
103229,E26,3171429,2017/6/29,B03547,85470.09,14529.91,100000.0,有效发票
103230,E26,3171430,2017/6/29,B03547,85470.09,14529.91,100000.0,有效发票
103231,E26,3171431,2017/7/5,B08400,94017.09,15982.91,110000.0,作废发票
103232,E26,3171432,2017/7/5,B08400,91878.64,15619.36,107498.0,有效发票
