,企业代号,发票号码,开票日期,购方单位代号,金额,税额,价税合计,发票状态
95274,E22,3335186,2016/10/21,B08302,-66604.68,-7326.52,-73931.2,有效发票
95275,E22,3335187,2016/10/21,B08302,66604.68,7326.52,73931.2,有效发票
95276,E22,3335186,2016/10/21,B08302,-66604.68,-7326.52,-73931.2,有效发票
95277,E22,3335187,2016/10/21,B08302,66604.68,7326.52,73931.2,有效发票
95278,E22,3335188,2016/11/23,B08367,84497.3,9294.7,93792.0,作废发票
95279,E22,3335189,2016/11/23,B08367,22522.52,2477.48,25000.0,作废发票
95280,E22,3335190,2016/11/23,B08367,83587.03,9194.57,92781.6,作废发票
95281,E22,3335188,2016/11/23,B08367,84497.3,9294.7,93792.0,作废发票
95282,E22,3335189,2016/11/23,B08367,22522.52,2477.48,25000.0,作废发票
95283,E22,3335190,2016/11/23,B08367,83587.03,9194.57,92781.6,作废发票
95284,E22,2297938,2016/11/25,B08367,22522.52,2477.48,25000.0,有效发票
95285,E22,2297939,2016/11/25,B08367,83587.03,9194.57,92781.6,有效发票
95286,E22,2297937,2016/11/25,B08367,84497.3,9294.7,93792.0,有效发票
95287,E22,2297938,2016/11/25,B08367,22522.52,2477.48,25000.0,有效发票
95288,E22,2297939,2016/11/25,B08367,83587.03,9194.57,92781.6,有效发票
95289,E22,2297937,2016/11/25,B08367,84497.3,9294.7,93792.0,有效发票
95290,E22,2297940,2016/11/28,B10072,97820.9,10760.3,108581.2,有效发票
95291,E22,2297941,2016/11/28,B10072,88323.42,9715.58,98039.0,有效发票
95292,E22,2297940,2016/11/28,B10072,97820.9,10760.3,108581.2,有效发票
95293,E22,2297941,2016/11/28,B10072,88323.42,9715.58,98039.0,有效发票
95294,E22,2297942,2016/12/22,B09856,17999.28,1979.92,19979.2,有效发票
95295,E22,2297942,2016/12/22,B09856,17999.28,1979.92,19979.2,有效发票
95296,E22,2297943,2016/12/27,B00978,28373.11,3121.04,31494.15,有效发票
95297,E22,2297944,2016/12/27,B00978,81081.08,8918.92,90000.0,有效发票
95298,E22,2297945,2016/12/27,B00978,21616.22,2377.78,23994.0,有效发票
95299,E22,2297943,2016/12/27,B00978,28373.11,3121.04,31494.15,有效发票
95300,E22,2297944,2016/12/27,B00978,81081.08,8918.92,90000.0,有效发票
95301,E22,2297945,2016/12/27,B00978,21616.22,2377.78,23994.0,有效发票
95302,E22,2297950,2017/1/13,B00978,81081.08,8918.92,90000.0,有效发票
95303,E22,2297951,2017/1/13,B00978,21616.22,2377.78,23994.0,有效发票
95304,E22,2297946,2017/1/13,B00978,-21616.22,-2377.78,-23994.0,有效发票
95305,E22,2297947,2017/1/13,B00978,-28373.11,-3121.04,-31494.15,有效发票
95306,E22,2297948,2017/1/13,B00978,-81081.08,-8918.92,-90000.0,有效发票
