,企业代号,发票号码,开票日期,购方单位代号,金额,税额,价税合计,发票状态
125774,E48,2014328,2017/1/13,B01432,3622.22,615.78,4238.0,有效发票
125775,E48,2014328,2017/1/13,B01432,3622.22,615.78,4238.0,有效发票
125776,E48,2014329,2017/1/13,B09352,81571.79,13867.21,95439.0,有效发票
125777,E48,2014329,2017/1/13,B09352,81571.79,13867.21,95439.0,有效发票
125778,E48,2014331,2017/3/22,B09352,85376.07,14513.93,99890.0,有效发票
125779,E48,2014331,2017/3/22,B09352,85376.07,14513.93,99890.0,有效发票
125780,E48,2014330,2017/3/22,B09408,20200.85,3434.15,23635.0,有效发票
125781,E48,2014330,2017/3/22,B09408,20200.85,3434.15,23635.0,有效发票
125782,E48,6284879,2017/3/24,B02643,81923.07,13926.93,95850.0,作废发票
125783,E48,6284880,2017/3/24,B02643,73269.23,12455.77,85725.0,有效发票
125784,E48,6284881,2017/3/24,B02643,81923.07,13926.93,95850.0,有效发票
125785,E48,6284879,2017/3/24,B02643,81923.07,13926.93,95850.0,作废发票
125786,E48,6284880,2017/3/24,B02643,73269.23,12455.77,85725.0,有效发票
125787,E48,6284881,2017/3/24,B02643,81923.07,13926.93,95850.0,有效发票
125788,E48,6284883,2017/4/24,B02643,67476.92,11471.08,78948.0,有效发票
125789,E48,6284883,2017/4/24,B02643,67476.92,11471.08,78948.0,有效发票
125790,E48,6284884,2017/4/24,B09352,67196.58,11423.42,78620.0,有效发票
125791,E48,6284884,2017/4/24,B09352,67196.58,11423.42,78620.0,有效发票
125792,E48,6284882,2017/4/24,B09408,17870.94,3038.06,20909.0,有效发票
125793,E48,6284882,2017/4/24,B09408,17870.94,3038.06,20909.0,有效发票
125794,E48,6284887,2017/5/22,B08355,26453.0,4497.0,30950.0,有效发票
125795,E48,6284887,2017/5/22,B08355,26453.0,4497.0,30950.0,有效发票
125796,E48,6284886,2017/5/22,B09352,37379.48,6354.52,43734.0,有效发票
125797,E48,6284886,2017/5/22,B09352,37379.48,6354.52,43734.0,有效发票
125798,E48,6284885,2017/5/22,B09408,22877.78,3889.22,26767.0,有效发票
125799,E48,6284885,2017/5/22,B09408,22877.78,3889.22,26767.0,有效发票
125800,E48,6284888,2017/5/26,B08804,38482.91,6542.09,45025.0,有效发票
125801,E48,6284888,2017/5/26,B08804,38482.91,6542.09,45025.0,有效发票
125802,E48,8437208,2017/6/22,B01432,39786.32,6763.68,46550.0,有效发票
125803,E48,8437208,2017/6/22,B01432,39786.32,6763.68,46550.0,有效发票
125804,E48,8437205,2017/6/22,B02643,22038.46,3746.54,25785.0,有效发票
125805,E48,8437205,2017/6/22,B02643,22038.46,3746.54,25785.0,有效发票
125806,E48,8437206,2017/6/22,B08355,17976.07,3055.93,21032.0,有效发票
125807,E48,8437206,2017/6/22,B08355,17976.07,3055.93,21032.0,有效发票
125808,E48,8437209,2017/6/22,B08713,4273.5,726.5,5000.0,有效发票
125809,E48,8437209,2017/6/22,B08713,4273.5,726.5,5000.0,有效发票
