,企业代号,发票号码,开票日期,购方单位代号,金额,税额,价税合计,发票状态
0,E1,11459356,2017/8/4,B03711,9401.71,1598.29,11000.0,有效发票
1,E1,5076239,2017/8/9,B00844,8170.94,1389.06,9560.0,有效发票
2,E1,5076240,2017/8/9,B00844,8170.94,1389.06,9560.0,有效发票
3,E1,5076241,2017/8/9,B00844,4085.47,694.53,4780.0,有效发票
4,E1,5076242,2017/8/9,B00844,4085.47,694.53,4780.0,有效发票
5,E1,5076243,2017/8/9,B00844,15042.73,2557.27,17600.0,有效发票
6,E1,11459357,2017/8/9,B03700,-2290.6,-389.4,-2680.0,有效发票
7,E1,11459358,2017/8/9,B10763,-12307.69,-2092.31,-14400.0,有效发票
8,E1,5076245,2017/8/10,B00713,12307.69,2092.31,14400.0,有效发票
9,E1,5076244,2017/8/10,B03518,2290.6,389.4,2680.0,有效发票
10,E1,11459359,2017/8/10,B03700,4000.0,680.0,4680.0,有效发票
11,E1,5076247,2017/8/16,B03199,889884.62,151280.38,1041165.0,有效发票
12,E1,5076248,2017/8/16,B03199,986793.16,167754.84,1154548.0,有效发票
13,E1,5076249,2017/8/16,B03199,885641.02,150558.98,1036200.0,有效发票
14,E1,5076250,2017/8/16,B03199,882703.42,150059.58,1032763.0,有效发票
15,E1,5076251,2017/8/16,B03199,965032.49,164055.51,1129088.0,有效发票
16,E1,5076252,2017/8/16,B03199,706110.25,120038.75,826149.0,有效发票
17,E1,5076246,2017/8/16,B08483,494087.2,83994.8,578082.0,有效发票
18,E1,11459360,2017/8/16,B10401,-38958.97,-6623.03,-45582.0,有效发票
19,E1,11459361,2017/8/16,B10401,-43213.68,-7346.32,-50560.0,有效发票
20,E1,11459362,2017/8/16,B10401,-90003.42,-15300.58,-105304.0,有效发票
21,E1,11459363,2017/8/16,B10401,41695.73,7088.27,48784.0,有效发票
22,E1,11459364,2017/8/16,B10401,12800.0,2176.0,14976.0,有效发票
23,E1,11459365,2017/8/16,B10401,34839.32,5922.68,40762.0,有效发票
24,E1,11459366,2017/8/17,B02814,-3059.83,-520.17,-3580.0,有效发票
25,E1,11459367,2017/8/17,B02814,-5153.85,-876.15,-6030.0,有效发票
26,E1,11459368,2017/8/17,B02814,-8598.29,-1461.71,-10060.0,有效发票
27,E1,11459369,2017/8/17,B02814,-6282.05,-1067.95,-7350.0,有效发票
28,E1,11459370,2017/8/17,B02814,-7230.77,-1229.23,-8460.0,有效发票
29,E1,11459371,2017/8/17,B02814,-21692.31,-3687.69,-25380.0,有效发票
30,E1,11459372,2017/8/17,B02814,-7094.02,-1205.98,-8300.0,有效发票
31,E1,11459373,2017/8/17,B02814,-3914.53,-665.47,-4580.0,有效发票
32,E1,11459374,2017/8/18,B02814,3914.53,665.47,4580.0,有效发票
33,E1,11459375,2017/8/18,B02814,7094.02,1205.98,8300.0,有效发票
34,E1,11459376,2017/8/18,B02814,21692.31,3687.69,25380.0,有效发票
35,E1,11459377,2017/8/18,B02814,7230.77,1229.23,8460.0,有效发票
36,E1,11459378,2017/8/18,B02814,6282.05,1067.95,7350.0,有效发票
37,E1,11459379,2017/8/18,B02814,8598.29,1461.71,10060.0,有效发票
38,E1,11459380,2017/8/18,B02814,5153.85,876.15,6030.0,有效发票
39,E1,11459381,2017/8/18,B02814,3059.83,520.17,3580.0,有效发票
40,E1,5076255,2017/8/21,B08389,427891.42,72741.58,500633.0,有效发票
41,E1,5076253,2017/8/21,B10183,857058.12,145699.88,1002758.0,有效发票
42,E1,5076254,2017/8/21,B10183,425462.34,72328.66,497791.0,有效发票
43,E1,5076256,2017/8/21,B12520,427961.52,72753.48,500715.0,有效发票
44,E1,5076285,2017/8/22,B07545,978127.3,166281.7,1144409.0,有效发票
45,E1,5076286,2017/8/22,B07545,984547.84,167373.16,1151921.0,有效发票
46,E1,5076287,2017/8/22,B07545,994058.07,168989.93,1163048.0,有效发票
47,E1,5076288,2017/8/22,B07545,998693.97,169778.03,1168472.0,有效发票
48,E1,5076289,2017/8/22,B07545,987889.61,167941.39,1155831.0,有效发票
49,E1,5076290,2017/8/22,B07545,993636.72,168918.28,1162555.0,有效发票
50,E1,5076291,2017/8/22,B07545,999209.39,169865.61,1169075.0,有效发票
51,E1,5076292,2017/8/22,B07545,994108.54,168998.46,1163107.0,有效发票
52,E1,5076293,2017/8/22,B07545,994820.51,169119.49,1163940.0,有效发票
53,E1,5076294,2017/8/22,B07545,972280.35,165287.65,1137568.0,有效发票
54,E1,5076295,2017/8/22,B07545,993066.63,168821.37,1161888.0,有效发票
55,E1,5076296,2017/8/22,B07545,981794.87,166905.13,1148700.0,有效发票
56,E1,5076297,2017/8/22,B07545,998299.07,169710.93,1168010.0,有效发票
57,E1,5076298,2017/8/22,B07545,987076.92,167803.08,1154880.0,有效发票
58,E1,5076299,2017/8/22,B07545,997656.43,169601.57,1167258.0,有效发票
59,E1,5076300,2017/8/22,B07545,370627.36,63006.64,433634.0,有效发票
60,E1,5076257,2017/8/22,B09944,989553.84,168224.16,1157778.0,作废发票
61,E1,5076258,2017/8/22,B09944,984110.27,167298.73,1151409.0,有效发票
62,E1,5076259,2017/8/22,B09944,985666.66,167563.34,1153230.0,有效发票
63,E1,5076260,2017/8/22,B09944,984705.97,167400.03,1152106.0,有效发票
64,E1,5076261,2017/8/22,B09944,999015.38,169832.62,1168848.0,有效发票
65,E1,5076262,2017/8/22,B09944,996588.9,169420.1,1166009.0,有效发票
66,E1,5076263,2017/8/22,B09944,987569.24,167886.76,1155456.0,有效发票
67,E1,5076264,2017/8/22,B09944,990697.44,168418.56,1159116.0,有效发票
68,E1,5076265,2017/8/22,B09944,982665.81,167053.19,1149719.0,有效发票
69,E1,5076266,2017/8/22,B09944,996182.9,169351.1,1165534.0,有效发票
70,E1,5076267,2017/8/22,B09944,994823.93,169120.07,1163944.0,有效发票
71,E1,5076268,2017/8/22,B09944,999316.23,169883.77,1169200.0,有效发票
72,E1,5076269,2017/8/22,B09944,988974.36,168125.64,1157100.0,有效发票
73,E1,5076270,2017/8/22,B09944,973369.23,165472.77,1138842.0,有效发票
74,E1,5076271,2017/8/22,B09944,979276.93,166477.07,1145754.0,有效发票
75,E1,5076272,2017/8/22,B09944,987897.44,167942.56,1155840.0,有效发票
76,E1,5076273,2017/8/22,B09944,979335.03,166486.97,1145822.0,有效发票
77,E1,5076274,2017/8/22,B09944,977820.51,166229.49,1144050.0,有效发票
78,E1,5076275,2017/8/22,B09944,977056.42,166099.58,1143156.0,有效发票
79,E1,5076276,2017/8/22,B09944,990834.2,168441.8,1159276.0,有效发票
80,E1,5076277,2017/8/22,B09944,999700.85,169949.15,1169650.0,有效发票
81,E1,5076278,2017/8/22,B09944,991367.52,168532.48,1159900.0,有效发票
82,E1,5076279,2017/8/22,B09944,982847.85,167084.15,1149932.0,有效发票
83,E1,5076280,2017/8/22,B09944,986511.11,167706.89,1154218.0,有效发票
84,E1,5076281,2017/8/22,B09944,990618.79,168405.21,1159024.0,有效发票
85,E1,5076282,2017/8/22,B09944,855044.48,145357.52,1000402.0,有效发票
86,E1,5076283,2017/8/22,B09944,441357.27,75030.73,516388.0,有效发票
87,E1,5076284,2017/8/22,B09944,-503708.97,-85630.53,-589339.5,有效发票
88,E1,8156811,2017/8/23,B01297,56694.88,9638.12,66333.0,有效发票
89,E1,8156789,2017/8/23,B03455,982910.17,167094.83,1150005.0,有效发票
90,E1,8156790,2017/8/23,B03455,980435.9,166674.1,1147110.0,有效发票
91,E1,8156791,2017/8/23,B03455,192435.04,32713.96,225149.0,有效发票
92,E1,8156788,2017/8/23,B07545,85.47,14.53,100.0,有效发票
93,E1,8156792,2017/8/23,B07664,991238.47,168510.53,1159749.0,有效发票
94,E1,8156793,2017/8/23,B07664,977370.95,166153.05,1143524.0,有效发票
95,E1,8156794,2017/8/23,B07664,995699.18,169268.82,1164968.0,有效发票
96,E1,8156795,2017/8/23,B07664,995632.51,169257.49,1164890.0,有效发票
97,E1,8156796,2017/8/23,B07664,986073.5,167632.5,1153706.0,有效发票
98,E1,8156797,2017/8/23,B07664,988370.09,168022.91,1156393.0,有效发票
99,E1,8156798,2017/8/23,B07664,994286.32,169028.68,1163315.0,有效发票
100,E1,8156799,2017/8/23,B07664,975588.93,165850.07,1141439.0,有效发票
101,E1,8156800,2017/8/23,B07664,989700.0,168249.0,1157949.0,有效发票
102,E1,8156801,2017/8/23,B07664,995020.51,169153.49,1164174.0,有效发票
103,E1,8156802,2017/8/23,B07664,992080.35,168653.65,1160734.0,有效发票
104,E1,8156803,2017/8/23,B07664,988771.8,168091.2,1156863.0,有效发票
105,E1,8156804,2017/8/23,B07664,997606.84,169593.16,1167200.0,有效发票
106,E1,8156805,2017/8/23,B07664,996183.76,169351.24,1165535.0,有效发票
107,E1,8156806,2017/8/23,B07664,996367.52,169382.48,1165750.0,有效发票
108,E1,8156807,2017/8/23,B07664,997058.98,169500.02,1166559.0,有效发票
109,E1,8156808,2017/8/23,B07664,992881.19,168789.81,1161671.0,有效发票
110,E1,8156809,2017/8/23,B07664,995068.38,169161.62,1164230.0,有效发票
111,E1,8156810,2017/8/23,B07664,413739.29,70335.71,484075.0,有效发票
112,E1,8156812,2017/8/23,B08774,330216.22,56136.78,386353.0,有效发票
113,E1,8156813,2017/8/24,B02321,40789.75,6934.25,47724.0,有效发票
114,E1,8156844,2017/8/24,B02856,183229.91,31149.09,214379.0,有效发票
115,E1,8156826,2017/8/24,B07993,982721.38,167062.62,1149784.0,有效发票
116,E1,8156827,2017/8/24,B07993,962598.29,163641.71,1126240.0,有效发票
117,E1,8156828,2017/8/24,B07993,990341.87,168358.13,1158700.0,有效发票
118,E1,8156829,2017/8/24,B07993,974947.02,165740.98,1140688.0,有效发票
119,E1,8156830,2017/8/24,B07993,985358.12,167510.88,1152869.0,有效发票
120,E1,8156831,2017/8/24,B07993,984273.51,167326.49,1151600.0,有效发票
121,E1,8156832,2017/8/24,B07993,987586.33,167889.67,1155476.0,有效发票
122,E1,8156833,2017/8/24,B07993,989135.07,168152.93,1157288.0,有效发票
123,E1,8156834,2017/8/24,B07993,911248.71,154912.29,1066161.0,有效发票
124,E1,8156835,2017/8/24,B07993,994260.72,169024.28,1163285.0,有效发票
125,E1,8156836,2017/8/24,B07993,998128.18,169681.82,1167810.0,有效发票
126,E1,8156837,2017/8/24,B07993,972437.61,165314.39,1137752.0,有效发票
127,E1,8156838,2017/8/24,B07993,984642.74,167389.26,1152032.0,有效发票
128,E1,8156839,2017/8/24,B07993,977773.5,166221.5,1143995.0,有效发票
129,E1,8156840,2017/8/24,B07993,996823.95,169460.05,1166284.0,有效发票
130,E1,8156841,2017/8/24,B07993,979162.4,166457.6,1145620.0,有效发票
131,E1,8156842,2017/8/24,B07993,977982.97,166257.03,1144240.0,有效发票
132,E1,8156843,2017/8/24,B07993,728786.36,123893.64,852680.0,有效发票
133,E1,8156845,2017/8/24,B08109,162815.38,27678.62,190494.0,有效发票
134,E1,8156848,2017/8/24,B08282,304252.99,51723.01,355976.0,有效发票
135,E1,8156852,2017/8/24,B08300,131769.23,22400.77,154170.0,有效发票
136,E1,11459382,2017/8/24,B08322,51646.17,8779.83,60426.0,有效发票
137,E1,8156855,2017/8/24,B08397,102477.79,17421.21,119899.0,有效发票
138,E1,8156860,2017/8/24,B08483,117200.01,19923.99,137124.0,有效发票
139,E1,8156853,2017/8/24,B08506,192530.78,32730.22,225261.0,有效发票
140,E1,8156825,2017/8/24,B08636,569262.39,96774.61,666037.0,有效发票
141,E1,8156815,2017/8/24,B08742,988080.34,167973.66,1156054.0,有效发票
142,E1,8156816,2017/8/24,B08742,991490.59,168553.41,1160044.0,有效发票
143,E1,8156817,2017/8/24,B08742,944253.0,160523.0,1104776.0,有效发票
144,E1,8156818,2017/8/24,B08742,964043.61,163887.39,1127931.0,有效发票
145,E1,8156819,2017/8/24,B08742,862884.62,146690.38,1009575.0,有效发票
146,E1,8156820,2017/8/24,B08742,879125.64,149451.36,1028577.0,有效发票
147,E1,8156821,2017/8/24,B08742,881938.47,149929.53,1031868.0,有效发票
148,E1,8156822,2017/8/24,B08742,926927.36,157577.64,1084505.0,有效发票
149,E1,8156823,2017/8/24,B08742,867787.18,147523.82,1015311.0,有效发票
150,E1,8156824,2017/8/24,B08742,241332.49,41026.51,282359.0,有效发票
151,E1,8156814,2017/8/24,B08743,856941.04,145679.96,1002621.0,作废发票
152,E1,8156846,2017/8/24,B08857,286063.25,48630.75,334694.0,有效发票
153,E1,8156861,2017/8/24,B09291,486171.8,82649.2,568821.0,有效发票
154,E1,8156847,2017/8/24,B09326,145477.77,24731.23,170209.0,有效发票
155,E1,8156856,2017/8/24,B09439,474572.65,80677.35,555250.0,有效发票
156,E1,8156854,2017/8/24,B09440,184318.8,31334.2,215653.0,有效发票
157,E1,8156859,2017/8/24,B09739,855005.13,145350.87,1000356.0,有效发票
