,企业代号,发票号码,开票日期,购方单位代号,金额,税额,价税合计,发票状态
22188,E134,3074435,2016/11/10,D03652,94339.62,5660.38,100000.0,有效发票
22189,E134,1600356,2016/11/10,D03652,94339.62,5660.38,100000.0,有效发票
22190,E134,1600353,2016/11/10,D03652,94339.62,5660.38,100000.0,有效发票
22191,E134,1600352,2016/11/10,D03652,94339.62,5660.38,100000.0,作废发票
22192,E134,1600351,2016/11/10,D03652,94339.62,5660.38,100000.0,有效发票
22193,E134,1600354,2016/11/10,D03652,94339.62,5660.38,100000.0,有效发票
22194,E134,1600355,2016/11/10,D03652,94339.62,5660.38,100000.0,有效发票
22195,E134,1600357,2016/11/10,D03652,94339.62,5660.38,100000.0,有效发票
22196,E134,1600349,2016/11/10,D03652,94339.62,5660.38,100000.0,作废发票
22197,E134,1600350,2016/11/10,D03652,9433.96,566.04,10000.0,作废发票
22198,E134,30895325,2016/11/10,D09329,35094.34,2105.66,37200.0,有效发票
22199,E134,30895322,2016/11/10,D13471,10575.47,634.53,11210.0,有效发票
22200,E134,30895323,2016/11/10,D23038,15754.72,945.28,16700.0,作废发票
22201,E134,30895324,2016/11/10,D23038,15754.72,945.28,16700.0,有效发票
22202,E134,30895334,2016/11/11,D03356,51886.79,3113.21,55000.0,有效发票
22203,E134,30895326,2016/11/11,D05006,-5660.38,-339.62,-6000.0,有效发票
22204,E134,30895327,2016/11/11,D05006,-3773.58,-226.42,-4000.0,有效发票
22205,E134,30895332,2016/11/11,D05650,17924.53,1075.47,19000.0,有效发票
22206,E134,30895331,2016/11/11,D05652,28113.21,1686.79,29800.0,有效发票
22207,E134,30895333,2016/11/11,D12286,43584.91,2615.09,46200.0,有效发票
22208,E134,30895329,2016/11/11,D15496,34056.6,2043.4,36100.0,有效发票
22209,E134,30895330,2016/11/11,D15496,23212.26,1392.74,24605.0,有效发票
22210,E134,30895328,2016/11/11,D26061,23584.91,1415.09,25000.0,有效发票
22211,E134,30895335,2016/11/14,D08690,94339.62,5660.38,100000.0,有效发票
22212,E134,30895336,2016/11/14,D08690,46943.4,2816.6,49760.0,有效发票
22213,E134,30895337,2016/11/17,D23113,94339.62,5660.38,100000.0,有效发票
22214,E134,30895338,2016/11/17,D23113,9103.77,546.23,9650.0,有效发票
22215,E134,30895341,2016/11/17,D23114,35006.27,2100.38,37106.65,有效发票
