,企业代号,发票号码,开票日期,购方单位代号,金额,税额,价税合计,发票状态
323274,E365,7696170,2017/2/27,D26746,57094.04,9705.96,66800.0,有效发票
323275,E365,7696171,2017/2/27,D26746,56522.64,3391.36,59914.0,有效发票
323276,E365,7696172,2017/2/27,D26746,56522.64,3391.36,59914.0,有效发票
323277,E365,7696173,2017/3/10,D05367,2264.15,135.85,2400.0,有效发票
323278,E365,556881,2017/3/19,D09394,2830.19,169.81,3000.0,有效发票
323279,E365,7696174,2017/5/19,D08158,2551.35,280.65,2832.0,有效发票
323280,E365,7696175,2017/5/19,D08158,1048.65,115.35,1164.0,有效发票
323281,E365,556882,2017/7/13,D09394,2830.19,169.81,3000.0,有效发票
323282,E365,7696176,2017/8/16,D26753,13846.15,2353.85,16200.0,有效发票
323283,E365,7696177,2017/8/29,D19026,10699.89,1300.11,12000.0,作废发票
323284,E365,556883,2017/8/30,D14951,49953.33,8492.07,58445.4,有效发票
323285,E365,7696178,2017/9/11,D26753,1698.11,101.89,1800.0,有效发票
323286,E365,556884,2017/9/19,D10237,8064.86,887.14,8952.0,有效发票
323287,E365,556885,2017/10/23,D09394,2830.19,169.81,3000.0,有效发票
323288,E365,556886,2017/11/14,D07908,33962.26,2037.74,36000.0,作废发票
323289,E365,556887,2017/11/20,D07908,28301.89,1698.11,30000.0,有效发票
323290,E365,556888,2017/11/20,D07908,33962.26,2037.74,36000.0,有效发票
323291,E365,8400897,2017/11/22,D08158,1594.59,175.41,1770.0,作废发票
323292,E365,8400898,2017/11/24,D10237,1594.59,175.41,1770.0,有效发票
323293,E365,3183582,2017/12/17,D09394,3760.68,639.32,4400.0,有效发票
323294,E365,8400899,2017/12/26,D10237,8648.65,951.35,9600.0,作废发票
323295,E365,8400900,2017/12/26,D10237,8648.65,951.35,9600.0,有效发票
323296,E365,8400901,2017/12/26,D10237,2666.67,293.33,2960.0,有效发票
323297,E365,3183583,2017/12/31,D09394,2830.19,169.81,3000.0,有效发票
323298,E365,3183584,2017/12/31,D09394,75471.7,4528.3,80000.0,有效发票
323299,E365,3183585,2018/3/8,D14951,90632.22,15407.48,106039.7,有效发票
323300,E365,3183586,2018/3/8,D14951,17600.0,2992.0,20592.0,有效发票
323301,E365,3183587,2018/3/14,D09394,2830.19,169.81,3000.0,有效发票
323302,E365,3183588,2018/3/14,D09394,2830.19,169.81,3000.0,有效发票
323303,E365,3183589,2018/4/25,D07919,8490.57,509.43,9000.0,作废发票
323304,E365,8400902,2018/4/27,D07919,8490.57,509.43,9000.0,作废发票
323305,E365,8400903,2018/4/27,D07919,8490.57,509.43,9000.0,有效发票
323306,E365,8400904,2018/5/8,D15240,13800.0,828.0,14628.0,有效发票
323307,E365,8400905,2018/5/8,D26753,9517.24,1522.76,11040.0,有效发票
323308,E365,8400906,2018/5/22,D07919,5660.38,339.62,6000.0,有效发票
323309,E365,2763525,2018/5/22,D26753,2379.31,380.69,2760.0,有效发票
323310,E365,2763526,2018/6/5,D07919,51886.79,3113.21,55000.0,有效发票
323311,E365,3183591,2018/9/5,D09394,2830.19,169.81,3000.0,有效发票
323312,E365,3183590,2018/9/5,D14951,9189.53,551.37,9740.9,有效发票
323313,E365,2763527,2018/9/17,D07919,51886.79,3113.21,55000.0,有效发票
323314,E365,6419909,2018/9/17,D09394,60566.04,3633.96,64200.0,有效发票
323315,E365,6419910,2018/9/17,D09394,60566.04,3633.96,64200.0,有效发票
323316,E365,6419911,2018/12/4,D09394,2830.19,169.81,3000.0,有效发票
323317,E365,2763528,2018/12/4,D15240,13800.0,828.0,14628.0,有效发票
323318,E365,6419913,2018/12/5,D09394,7285.34,1165.66,8451.0,有效发票
323319,E365,6419912,2018/12/5,D13805,73938.68,4436.32,78375.0,有效发票
323320,E365,6419914,2018/12/25,D13792,64858.49,3891.51,68750.0,有效发票
323321,E365,6419915,2018/12/25,D13792,64858.49,3891.51,68750.0,有效发票
323322,E365,6419916,2019/1/9,D09394,88981.41,5338.88,94320.29,有效发票
323323,E365,6419917,2019/1/21,D09394,2830.19,169.81,3000.0,有效发票
323324,E365,6419918,2019/1/28,D17511,56603.77,3396.23,60000.0,有效发票
323325,E365,6766731,2019/3/19,D09394,85852.28,5151.14,91003.42,有效发票
323326,E365,6766732,2019/4/14,D09394,2830.19,169.81,3000.0,有效发票
323327,E365,6766733,2019/4/14,D17511,4716.98,283.02,5000.0,有效发票
323328,E365,6766734,2019/5/15,D13792,48254.72,2895.28,51150.0,作废发票
323329,E365,6766735,2019/5/15,D13792,48254.72,2895.28,51150.0,有效发票
323330,E365,6766736,2019/7/8,D09394,2830.19,169.81,3000.0,有效发票
323331,E365,2763529,2019/7/29,D15240,13800.0,828.0,14628.0,有效发票
323332,E365,6766737,2019/10/13,D17660,94339.62,5660.38,100000.0,有效发票
323333,E365,6766738,2019/10/13,D17660,28301.89,1698.11,30000.0,有效发票
323334,E365,6766739,2019/11/4,D13792,96509.43,5790.57,102300.0,有效发票
323335,E365,6766740,2019/11/4,D13792,22570.75,1354.25,23925.0,有效发票
323336,E365,10793112,2019/11/24,D07107,99823.01,12976.99,112800.0,作废发票
323337,E365,10793113,2019/11/24,D07107,99823.01,12976.99,112800.0,作废发票
323338,E365,10793114,2019/11/24,D07107,99823.01,12976.99,112800.0,作废发票
323339,E365,10793115,2019/11/24,D07107,99823.01,12976.99,112800.0,作废发票
323340,E365,10793116,2019/11/24,D07107,97787.61,12712.39,110500.0,有效发票
323341,E365,10793117,2019/11/24,D07107,97787.61,12712.39,110500.0,有效发票
323342,E365,10793118,2019/11/24,D07107,97787.61,12712.39,110500.0,有效发票
323343,E365,10793119,2019/11/24,D07107,97787.61,12712.39,110500.0,有效发票
323344,E365,10793120,2019/11/24,D07107,97787.61,12712.39,110500.0,有效发票
323345,E365,10793121,2019/11/24,D07107,97787.61,12712.39,110500.0,有效发票
323346,E365,13764053,2019/11/24,D07107,97787.61,12712.39,110500.0,有效发票
323347,E365,13764054,2019/11/24,D07107,97787.61,12712.39,110500.0,有效发票
323348,E365,13764055,2019/11/24,D07107,97787.61,12712.39,110500.0,有效发票
323349,E365,13764056,2019/11/24,D07107,97787.61,12712.39,110500.0,有效发票
323350,E365,13764057,2019/11/29,D07107,97787.61,12712.39,110500.0,有效发票
323351,E365,13764058,2019/11/29,D07107,94247.79,12252.21,106500.0,有效发票
323352,E365,13764059,2019/11/29,D07107,95663.72,12436.28,108100.0,有效发票
