,企业代号,发票号码,开票日期,购方单位代号,金额,税额,价税合计,发票状态
329009,E396,6360103,2017/5/2,D03717,13183.96,791.04,13975.0,有效发票
329010,E396,6360104,2017/5/10,D03306,93396.23,5603.77,99000.0,作废发票
329011,E396,6360105,2017/5/11,D03306,93396.23,5603.77,99000.0,有效发票
329012,E396,6360106,2017/5/17,D20396,1528.3,91.7,1620.0,有效发票
329013,E396,6360107,2017/5/17,D20396,2264.15,135.85,2400.0,有效发票
329014,E396,11567544,2017/6/20,D08689,9433.02,565.98,9999.0,有效发票
329015,E396,11567545,2017/6/20,D08689,9433.02,565.98,9999.0,有效发票
329016,E396,11567546,2017/6/20,D08689,9433.02,565.98,9999.0,有效发票
329017,E396,11567547,2017/6/20,D08689,9433.02,565.98,9999.0,有效发票
329018,E396,11567548,2017/6/20,D08689,8263.21,495.79,8759.0,有效发票
329019,E396,11567549,2017/6/21,D03717,9433.02,565.98,9999.0,有效发票
329020,E396,11567550,2017/6/21,D03717,3750.94,225.06,3976.0,有效发票
329021,E396,6360108,2017/6/26,D03717,-13183.96,-791.04,-13975.0,有效发票
329022,E396,11567551,2017/7/7,D08689,5635.85,338.15,5974.0,有效发票
329023,E396,6360109,2017/8/17,D08988,49803.77,2988.23,52792.0,作废发票
329024,E396,6360110,2017/8/17,D08988,49803.77,2988.23,52792.0,作废发票
329025,E396,6360111,2017/8/22,D08988,49803.77,2988.23,52792.0,有效发票
329026,E396,11567552,2017/8/31,D18419,263.21,15.79,279.0,有效发票
329027,E396,6360112,2017/9/5,D08988,49803.77,2988.23,52792.0,有效发票
329028,E396,11567553,2017/12/8,D07769,7860.38,471.62,8332.0,有效发票
329029,E396,11567554,2017/12/12,D13805,471.7,28.3,500.0,有效发票
329030,E396,4888623,2017/12/14,D20396,34811.32,2088.68,36900.0,有效发票
329031,E396,11567556,2018/1/8,D07769,7860.38,471.62,8332.0,有效发票
329032,E396,11567558,2018/1/8,D07769,-7860.38,-471.62,-8332.0,有效发票
329033,E396,11567555,2018/1/8,D13805,471.7,28.3,500.0,有效发票
329034,E396,11567557,2018/1/8,D13805,-471.7,-28.3,-500.0,有效发票
329035,E396,11567559,2018/2/6,D03717,4339.62,260.38,4600.0,有效发票
329036,E396,11567560,2018/2/6,D18419,1122.65,67.35,1190.0,有效发票
329037,E396,4888624,2018/5/9,D27780,5094.34,305.66,5400.0,有效发票
329038,E396,4888625,2018/6/8,D27756,13396.23,803.77,14200.0,有效发票
329039,E396,4888626,2018/9/6,D28774,20920.0,1255.2,22175.2,有效发票
329040,E396,4888627,2018/9/6,D28774,1132.08,67.92,1200.0,有效发票
329041,E396,4888628,2018/10/22,D20396,84905.66,5094.34,90000.0,有效发票
329042,E396,4888629,2018/10/22,D20396,84905.66,5094.34,90000.0,有效发票
329043,E396,4888630,2018/10/22,D20396,27452.83,1647.17,29100.0,有效发票
329044,E396,11567561,2018/11/7,D20396,815.09,48.91,864.0,有效发票
329045,E396,11567562,2018/11/7,D20396,815.09,48.91,864.0,有效发票
329046,E396,11567563,2018/11/7,D20396,815.09,48.91,864.0,有效发票
329047,E396,11567564,2018/11/7,D20396,815.09,48.91,864.0,有效发票
329048,E396,11567565,2018/11/7,D20396,815.09,48.91,864.0,有效发票
329049,E396,11567566,2018/11/7,D20396,815.09,48.91,864.0,有效发票
329050,E396,11567567,2018/11/7,D20396,815.09,48.91,864.0,有效发票
329051,E396,11567568,2018/11/7,D20396,815.09,48.91,864.0,有效发票
329052,E396,2913929,2018/11/7,D20396,815.09,48.91,864.0,有效发票
329053,E396,2913930,2018/11/7,D20396,905.66,54.34,960.0,有效发票
329054,E396,2913931,2018/11/7,D20396,905.66,54.34,960.0,有效发票
329055,E396,2913932,2018/11/7,D20396,735.85,44.15,780.0,有效发票
329056,E396,2913933,2018/11/7,D20396,509.43,30.57,540.0,有效发票
329057,E396,4888631,2018/11/7,D20396,1566.04,93.96,1660.0,有效发票
329058,E396,706775,2018/11/7,D20396,548.11,32.89,581.0,有效发票
329059,E396,706776,2019/9/9,D17467,33841.51,2030.49,35872.0,有效发票
329060,E396,2913934,2019/9/9,D20397,113.21,6.79,120.0,作废发票
329061,E396,2913935,2019/9/9,D20397,113.21,6.79,120.0,有效发票
329062,E396,2913936,2019/9/9,D20397,1509.43,90.57,1600.0,有效发票
329063,E396,706777,2019/9/9,D20397,1509.43,90.57,1600.0,作废发票
329064,E396,2913937,2019/9/20,D13789,8490.57,509.43,9000.0,有效发票
329065,E396,2913938,2019/9/20,D13789,3773.58,226.42,4000.0,有效发票
329066,E396,2913939,2019/9/20,D20397,1745.28,104.72,1850.0,有效发票
329067,E396,2913940,2019/12/6,D20396,283.02,16.98,300.0,有效发票
329068,E396,2913941,2019/12/6,D20396,226.42,13.58,240.0,有效发票
329069,E396,2913942,2019/12/6,D20396,509.43,30.57,540.0,有效发票
329070,E396,2913943,2019/12/6,D20396,1415.09,84.91,1500.0,有效发票
329071,E396,2913944,2019/12/6,D20396,679.25,40.75,720.0,有效发票
329072,E396,2913945,2019/12/6,D20396,735.85,44.15,780.0,有效发票
329073,E396,2913946,2019/12/6,D20396,452.83,27.17,480.0,有效发票
329074,E396,2913947,2019/12/6,D20396,113.21,6.79,120.0,有效发票
329075,E396,2913948,2019/12/6,D20396,810.37,48.63,859.0,有效发票
329076,E396,2913949,2019/12/6,D20396,1018.87,61.13,1080.0,有效发票
329077,E396,2913950,2019/12/6,D20396,1222.64,73.36,1296.0,有效发票
329078,E396,2913951,2019/12/6,D20397,396.23,23.77,420.0,有效发票
