,企业代号,发票号码,开票日期,购方单位代号,金额,税额,价税合计,发票状态
249772,E257,20197706,2017/6/16,D14152,10484.3,1782.33,12266.63,有效发票
249773,E257,20197707,2017/6/21,D02460,3589.74,610.26,4200.0,有效发票
249774,E257,5356789,2017/6/21,D14293,36581.2,6218.8,42800.0,有效发票
249775,E257,5356790,2017/6/21,D14293,427.35,72.65,500.0,有效发票
249776,E257,20197708,2017/6/21,D14308,6581.2,1118.8,7700.0,有效发票
249777,E257,5367469,2017/6/30,D02460,97087.38,2912.62,100000.0,有效发票
249778,E257,5367467,2017/6/30,D02460,97087.38,2912.62,100000.0,有效发票
249779,E257,5367470,2017/6/30,D02460,97087.38,2912.62,100000.0,有效发票
249780,E257,5367473,2017/6/30,D02460,97087.38,2912.62,100000.0,有效发票
249781,E257,5367468,2017/6/30,D02460,97087.38,2912.62,100000.0,有效发票
249782,E257,5367471,2017/6/30,D02460,97087.38,2912.62,100000.0,有效发票
249783,E257,5367472,2017/6/30,D02460,97087.38,2912.62,100000.0,有效发票
249784,E257,5367474,2017/6/30,D02460,73592.23,2207.77,75800.0,有效发票
249785,E257,5367475,2017/7/8,D38829,6581.2,1118.8,7700.0,作废发票
249786,E257,5367476,2017/7/13,D38830,6581.2,1118.8,7700.0,有效发票
249787,E257,5367477,2017/7/26,D14308,-6581.2,-1118.8,-7700.0,有效发票
249788,E257,5367478,2017/7/28,D02328,51775.1,1553.25,53328.35,作废发票
249789,E257,13714206,2017/7/28,D02460,97087.38,2912.62,100000.0,有效发票
249790,E257,13714208,2017/7/28,D02460,97087.38,2912.62,100000.0,有效发票
249791,E257,13714207,2017/7/28,D02460,97087.38,2912.62,100000.0,有效发票
249792,E257,13714204,2017/7/28,D02460,97087.38,2912.62,100000.0,有效发票
249793,E257,13714205,2017/7/28,D02460,97087.38,2912.62,100000.0,有效发票
249794,E257,13714209,2017/7/28,D02460,97087.38,2912.62,100000.0,有效发票
249795,E257,13714210,2017/7/28,D02460,97087.38,2912.62,100000.0,有效发票
249796,E257,13714211,2017/7/28,D02460,73592.23,2207.77,75800.0,有效发票
