,企业代号,发票号码,开票日期,购方单位代号,金额,税额,价税合计,发票状态
246484,E251,697513,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246485,E251,697515,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246486,E251,697516,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246487,E251,697514,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246488,E251,697512,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246489,E251,697517,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246490,E251,697518,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246491,E251,697519,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246492,E251,697520,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246493,E251,697521,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246494,E251,697522,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246495,E251,697523,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246496,E251,697524,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246497,E251,697525,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246498,E251,697526,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246499,E251,697527,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246500,E251,697528,2016/11/2,D14549,9300.97,279.03,9580.0,有效发票
246501,E251,697531,2016/12/8,D11885,7766.99,233.01,8000.0,有效发票
246502,E251,697529,2016/12/8,D11885,7766.99,233.01,8000.0,作废发票
246503,E251,697530,2016/12/8,D38644,0.0,0.0,0.0,作废发票
246504,E251,935335,2016/12/13,D14549,7766.99,233.01,8000.0,有效发票
246505,E251,935345,2017/3/15,D15800,8854.37,265.63,9120.0,有效发票
246506,E251,935341,2017/3/15,D15800,9417.48,282.52,9700.0,有效发票
246507,E251,935342,2017/3/15,D15800,9106.8,273.2,9380.0,有效发票
246508,E251,935343,2017/3/15,D15800,9407.77,282.23,9690.0,有效发票
246509,E251,935344,2017/3/15,D15800,8271.85,248.15,8520.0,有效发票
246510,E251,935353,2017/3/15,D15800,6941.75,208.25,7150.0,有效发票
246511,E251,935346,2017/3/15,D15800,8854.37,265.63,9120.0,有效发票
246512,E251,935347,2017/3/15,D15800,6485.44,194.56,6680.0,有效发票
246513,E251,935348,2017/3/15,D15800,7961.17,238.83,8200.0,有效发票
246514,E251,935349,2017/3/15,D15800,8046.12,241.38,8287.5,有效发票
246515,E251,935350,2017/3/15,D15800,8046.12,241.38,8287.5,有效发票
246516,E251,935351,2017/3/15,D15800,8046.12,241.38,8287.5,有效发票
246517,E251,935352,2017/3/15,D15800,8046.12,241.38,8287.5,有效发票
246518,E251,935340,2017/3/15,D15800,8689.32,260.68,8950.0,有效发票
246519,E251,935354,2017/3/15,D15800,6941.75,208.25,7150.0,有效发票
246520,E251,935336,2017/3/15,D15800,8587.38,257.62,8845.0,有效发票
246521,E251,935337,2017/3/15,D15800,9461.17,283.83,9745.0,有效发票
246522,E251,935338,2017/3/15,D15800,9480.58,284.42,9765.0,有效发票
246523,E251,935339,2017/3/15,D15800,9354.37,280.63,9635.0,作废发票
246524,E251,5773177,2017/3/16,D15800,9354.37,280.63,9635.0,有效发票
246525,E251,5773178,2018/1/29,D11892,9708.74,291.26,10000.0,有效发票
246526,E251,5773179,2018/1/29,D11892,9708.74,291.26,10000.0,有效发票
246527,E251,5064859,2018/4/20,D14541,72649.57,12350.43,85000.0,有效发票
246528,E251,5064860,2018/4/20,D14541,12820.51,2179.49,15000.0,有效发票
246529,E251,5064861,2018/4/20,D14541,36752.14,6247.86,43000.0,有效发票
246530,E251,5064862,2018/4/20,D14541,29059.83,4940.17,34000.0,有效发票
246531,E251,5064863,2018/4/20,D14541,70940.17,12059.83,83000.0,有效发票
246532,E251,5064858,2018/4/20,D14541,85470.09,14529.91,100000.0,有效发票
246533,E251,5773180,2018/5/16,D02772,8620.69,1379.31,10000.0,有效发票
246534,E251,5064865,2018/5/16,D14541,86206.9,13793.1,100000.0,有效发票
246535,E251,5064864,2018/5/16,D14541,86206.9,13793.1,100000.0,有效发票
246536,E251,5773181,2018/5/30,D12888,4422.41,707.59,5130.0,有效发票
