,企业代号,发票号码,开票日期,购方单位代号,金额,税额,价税合计,发票状态
63063,E153,963252,2017/1/3,D03700,970873.79,29126.21,1000000.0,作废发票
63064,E153,1040855,2017/1/3,D03700,970873.79,29126.21,1000000.0,作废发票
63065,E153,1040856,2017/1/3,D03700,970873.79,29126.21,1000000.0,作废发票
63066,E153,1040857,2017/1/3,D03700,970873.79,29126.21,1000000.0,作废发票
63067,E153,1040858,2017/1/3,D03700,970873.79,29126.21,1000000.0,作废发票
63068,E153,1040859,2017/1/3,D03700,970873.79,29126.21,1000000.0,作废发票
63069,E153,1040860,2017/1/3,D03700,970873.79,29126.21,1000000.0,作废发票
63070,E153,1040861,2017/1/3,D03700,970873.79,29126.21,1000000.0,作废发票
63071,E153,1040862,2017/1/3,D03700,970873.79,29126.21,1000000.0,作废发票
63072,E153,1040863,2017/1/3,D03700,970873.79,29126.21,1000000.0,作废发票
63073,E153,1040864,2017/1/3,D03700,970873.79,29126.21,1000000.0,作废发票
63074,E153,1040865,2017/1/3,D03700,970873.79,29126.21,1000000.0,作废发票
63075,E153,1040866,2017/1/4,D03700,970873.79,29126.21,1000000.0,有效发票
63076,E153,1040867,2017/1/4,D03700,970873.79,29126.21,1000000.0,有效发票
63077,E153,1040868,2017/1/4,D03700,970873.79,29126.21,1000000.0,有效发票
63078,E153,1040869,2017/1/4,D03700,970873.79,29126.21,1000000.0,有效发票
63079,E153,1041630,2017/1/4,D03700,970873.79,29126.21,1000000.0,有效发票
63080,E153,1041631,2017/1/4,D03700,970873.79,29126.21,1000000.0,有效发票
63081,E153,1041632,2017/1/4,D03700,970873.79,29126.21,1000000.0,有效发票
63082,E153,1041633,2017/1/4,D03700,970873.79,29126.21,1000000.0,有效发票
63083,E153,1041634,2017/1/4,D03700,970873.79,29126.21,1000000.0,有效发票
63084,E153,1041635,2017/1/4,D03700,970873.79,29126.21,1000000.0,有效发票
63085,E153,1041636,2017/1/13,D03700,970873.79,29126.21,1000000.0,有效发票
63086,E153,1041637,2017/1/13,D03700,970873.79,29126.21,1000000.0,有效发票
63087,E153,1041638,2017/1/13,D03700,970873.79,29126.21,1000000.0,有效发票
63088,E153,1041639,2017/1/13,D03700,970873.79,29126.21,1000000.0,有效发票
63089,E153,1041640,2017/1/13,D03700,970873.79,29126.21,1000000.0,有效发票
63090,E153,1041641,2017/1/13,D03700,970873.79,29126.21,1000000.0,有效发票
63091,E153,1041642,2017/1/13,D03700,924864.28,27745.93,952610.21,有效发票
63092,E153,1041643,2017/1/13,D03700,970873.79,29126.21,1000000.0,有效发票
63093,E153,1041644,2017/1/13,D03700,970873.79,29126.21,1000000.0,有效发票
63094,E153,1041645,2017/1/13,D03700,970873.79,29126.21,1000000.0,有效发票
63095,E153,1041646,2017/1/13,D03700,970873.79,29126.21,1000000.0,有效发票
63096,E153,1041647,2017/1/13,D03700,970873.79,29126.21,1000000.0,有效发票
63097,E153,1041648,2017/1/13,D03700,970873.79,29126.21,1000000.0,有效发票
63098,E153,1041649,2017/1/13,D03700,970873.79,29126.21,1000000.0,有效发票
63099,E153,1041650,2017/1/13,D03700,970873.79,29126.21,1000000.0,有效发票
